"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"0 all sectors","325 Dental hygienists","women","post-secondary education 3 years or more (ISCED97 5A)",26300,27800,28800,29300,30100
"0 all sectors","325 Dental hygienists","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","325 Dental hygienists","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","331 Financial and accounting associate professionals","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","331 Financial and accounting associate professionals","men","primary and secondary education 9-10 years (ISCED97 2)",33300,33400,36900,36500,38700
"0 all sectors","331 Financial and accounting associate professionals","men","upper secondary education, 2 years or less (ISCED97 3C)",38400,40800,41400,37900,41900
"0 all sectors","331 Financial and accounting associate professionals","men","upper secondary education 3 years (ISCED97 3A)",39000,40100,40800,40000,41400
"0 all sectors","331 Financial and accounting associate professionals","men","post-secondary education, less than 3 years (ISCED97 4+5B)",35500,38300,38900,38300,38700
"0 all sectors","331 Financial and accounting associate professionals","men","post-secondary education 3 years or more (ISCED97 5A)",46700,48400,47700,46900,48500
"0 all sectors","331 Financial and accounting associate professionals","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","331 Financial and accounting associate professionals","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","331 Financial and accounting associate professionals","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","331 Financial and accounting associate professionals","women","primary and secondary education 9-10 years (ISCED97 2)",32200,..,33900,34500,34100
"0 all sectors","331 Financial and accounting associate professionals","women","upper secondary education, 2 years or less (ISCED97 3C)",32600,33500,34200,33700,36800
"0 all sectors","331 Financial and accounting associate professionals","women","upper secondary education 3 years (ISCED97 3A)",32700,33000,32900,34900,36100
"0 all sectors","331 Financial and accounting associate professionals","women","post-secondary education, less than 3 years (ISCED97 4+5B)",31000,31900,32900,34000,33800
"0 all sectors","331 Financial and accounting associate professionals","women","post-secondary education 3 years or more (ISCED97 5A)",35700,36300,36500,37400,38800
"0 all sectors","331 Financial and accounting associate professionals","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","331 Financial and accounting associate professionals","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","332 Insurance advisers, sales and purchasing agents","men","primary and secondary education less than 9 years (ISCED97 1)",39000,..,..,..,..
"0 all sectors","332 Insurance advisers, sales and purchasing agents","men","primary and secondary education 9-10 years (ISCED97 2)",35500,36800,35800,38400,37800
"0 all sectors","332 Insurance advisers, sales and purchasing agents","men","upper secondary education, 2 years or less (ISCED97 3C)",39000,39100,40600,42300,42000
"0 all sectors","332 Insurance advisers, sales and purchasing agents","men","upper secondary education 3 years (ISCED97 3A)",37800,39300,39900,41500,41400
"0 all sectors","332 Insurance advisers, sales and purchasing agents","men","post-secondary education, less than 3 years (ISCED97 4+5B)",42000,41900,44900,43300,44300
"0 all sectors","332 Insurance advisers, sales and purchasing agents","men","post-secondary education 3 years or more (ISCED97 5A)",45000,47400,49000,50100,53900
"0 all sectors","332 Insurance advisers, sales and purchasing agents","men","post-graduate education (ISCED97 6)",..,..,..,..,66500
"0 all sectors","332 Insurance advisers, sales and purchasing agents","men","no information about level of educational attainment",44300,..,..,..,45600
"0 all sectors","332 Insurance advisers, sales and purchasing agents","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","332 Insurance advisers, sales and purchasing agents","women","primary and secondary education 9-10 years (ISCED97 2)",31000,34100,35000,34200,34000
"0 all sectors","332 Insurance advisers, sales and purchasing agents","women","upper secondary education, 2 years or less (ISCED97 3C)",32400,34400,34800,35000,35900
"0 all sectors","332 Insurance advisers, sales and purchasing agents","women","upper secondary education 3 years (ISCED97 3A)",33600,34700,34800,34200,35500
"0 all sectors","332 Insurance advisers, sales and purchasing agents","women","post-secondary education, less than 3 years (ISCED97 4+5B)",35500,36100,37800,38000,39700
"0 all sectors","332 Insurance advisers, sales and purchasing agents","women","post-secondary education 3 years or more (ISCED97 5A)",39300,39300,39800,40800,43000
"0 all sectors","332 Insurance advisers, sales and purchasing agents","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","332 Insurance advisers, sales and purchasing agents","women","no information about level of educational attainment",..,39300,36000,..,38700
"0 all sectors","333 Business services agents","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","333 Business services agents","men","primary and secondary education 9-10 years (ISCED97 2)",33800,31400,33100,32800,38900
"0 all sectors","333 Business services agents","men","upper secondary education, 2 years or less (ISCED97 3C)",33400,33900,35200,38900,37700
"0 all sectors","333 Business services agents","men","upper secondary education 3 years (ISCED97 3A)",33600,34300,33400,34600,36500
"0 all sectors","333 Business services agents","men","post-secondary education, less than 3 years (ISCED97 4+5B)",35400,36100,34700,41500,42400
"0 all sectors","333 Business services agents","men","post-secondary education 3 years or more (ISCED97 5A)",39000,33500,35100,37200,38900
"0 all sectors","333 Business services agents","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","333 Business services agents","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","333 Business services agents","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","333 Business services agents","women","primary and secondary education 9-10 years (ISCED97 2)",29400,29900,30200,30700,..
"0 all sectors","333 Business services agents","women","upper secondary education, 2 years or less (ISCED97 3C)",30500,31000,31300,32700,34800
"0 all sectors","333 Business services agents","women","upper secondary education 3 years (ISCED97 3A)",29800,31400,31800,32600,31500
"0 all sectors","333 Business services agents","women","post-secondary education, less than 3 years (ISCED97 4+5B)",31300,31000,31000,33800,33700
"0 all sectors","333 Business services agents","women","post-secondary education 3 years or more (ISCED97 5A)",30500,30800,31500,32200,33800
"0 all sectors","333 Business services agents","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","333 Business services agents","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","334 Administrative and specialized secretaries","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","334 Administrative and specialized secretaries","men","primary and secondary education 9-10 years (ISCED97 2)",..,33300,31900,35800,39000
"0 all sectors","334 Administrative and specialized secretaries","men","upper secondary education, 2 years or less (ISCED97 3C)",30500,35400,36000,39200,40700
"0 all sectors","334 Administrative and specialized secretaries","men","upper secondary education 3 years (ISCED97 3A)",35300,34700,34600,36300,37900
"0 all sectors","334 Administrative and specialized secretaries","men","post-secondary education, less than 3 years (ISCED97 4+5B)",33800,36100,34500,36700,40200
"0 all sectors","334 Administrative and specialized secretaries","men","post-secondary education 3 years or more (ISCED97 5A)",40000,41200,42700,44500,41800
"0 all sectors","334 Administrative and specialized secretaries","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","334 Administrative and specialized secretaries","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","334 Administrative and specialized secretaries","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","334 Administrative and specialized secretaries","women","primary and secondary education 9-10 years (ISCED97 2)",30800,29900,31700,32500,32500
"0 all sectors","334 Administrative and specialized secretaries","women","upper secondary education, 2 years or less (ISCED97 3C)",31900,31600,33100,32800,33300
"0 all sectors","334 Administrative and specialized secretaries","women","upper secondary education 3 years (ISCED97 3A)",29800,31900,33000,34600,33800
"0 all sectors","334 Administrative and specialized secretaries","women","post-secondary education, less than 3 years (ISCED97 4+5B)",31500,31700,33600,35400,37000
"0 all sectors","334 Administrative and specialized secretaries","women","post-secondary education 3 years or more (ISCED97 5A)",33300,34400,36500,35800,36500
"0 all sectors","334 Administrative and specialized secretaries","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","334 Administrative and specialized secretaries","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","335 Tax and related government associate professionals","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","335 Tax and related government associate professionals","men","primary and secondary education 9-10 years (ISCED97 2)",31000,31400,32000,32900,35000
"0 all sectors","335 Tax and related government associate professionals","men","upper secondary education, 2 years or less (ISCED97 3C)",32100,33000,33400,34500,36700
"0 all sectors","335 Tax and related government associate professionals","men","upper secondary education 3 years (ISCED97 3A)",30700,31700,31100,32200,33300
"0 all sectors","335 Tax and related government associate professionals","men","post-secondary education, less than 3 years (ISCED97 4+5B)",34000,35000,35000,36300,36900
"0 all sectors","335 Tax and related government associate professionals","men","post-secondary education 3 years or more (ISCED97 5A)",33700,34800,35200,35900,36100
"0 all sectors","335 Tax and related government associate professionals","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","335 Tax and related government associate professionals","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","335 Tax and related government associate professionals","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","335 Tax and related government associate professionals","women","primary and secondary education 9-10 years (ISCED97 2)",27000,27900,28300,29100,30700
"0 all sectors","335 Tax and related government associate professionals","women","upper secondary education, 2 years or less (ISCED97 3C)",27200,28200,28700,29400,30400
"0 all sectors","335 Tax and related government associate professionals","women","upper secondary education 3 years (ISCED97 3A)",26900,27800,28300,28900,29900
"0 all sectors","335 Tax and related government associate professionals","women","post-secondary education, less than 3 years (ISCED97 4+5B)",28900,29800,30200,31000,31900
"0 all sectors","335 Tax and related government associate professionals","women","post-secondary education 3 years or more (ISCED97 5A)",29900,30900,31200,32100,32800
"0 all sectors","335 Tax and related government associate professionals","women","post-graduate education (ISCED97 6)",38600,38400,39200,39600,40300
"0 all sectors","335 Tax and related government associate professionals","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","336 Police officers ","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","336 Police officers ","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","336 Police officers ","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","336 Police officers ","men","upper secondary education 3 years (ISCED97 3A)",26500,28700,25000,25800,25900
"0 all sectors","336 Police officers ","men","post-secondary education, less than 3 years (ISCED97 4+5B)",32100,32500,33400,34300,36500
"0 all sectors","336 Police officers ","men","post-secondary education 3 years or more (ISCED97 5A)",29700,30600,31400,32800,35200
"0 all sectors","336 Police officers ","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","336 Police officers ","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","336 Police officers ","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","336 Police officers ","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","336 Police officers ","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","336 Police officers ","women","upper secondary education 3 years (ISCED97 3A)",25500,28000,24600,26000,25700
"0 all sectors","336 Police officers ","women","post-secondary education, less than 3 years (ISCED97 4+5B)",30400,30900,31900,32700,34800
"0 all sectors","336 Police officers ","women","post-secondary education 3 years or more (ISCED97 5A)",29200,29800,30600,31700,34000
"0 all sectors","336 Police officers ","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","336 Police officers ","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","341 Social work and religious associate professionals","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,26700,27800,..
"0 all sectors","341 Social work and religious associate professionals","men","primary and secondary education 9-10 years (ISCED97 2)",26100,26700,27400,28900,29500
"0 all sectors","341 Social work and religious associate professionals","men","upper secondary education, 2 years or less (ISCED97 3C)",26900,27900,28400,29500,30200
"0 all sectors","341 Social work and religious associate professionals","men","upper secondary education 3 years (ISCED97 3A)",26400,26800,27100,28700,29500
"0 all sectors","341 Social work and religious associate professionals","men","post-secondary education, less than 3 years (ISCED97 4+5B)",27300,27500,28600,28900,29900
"0 all sectors","341 Social work and religious associate professionals","men","post-secondary education 3 years or more (ISCED97 5A)",28100,28800,29500,30100,31100
"0 all sectors","341 Social work and religious associate professionals","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","341 Social work and religious associate professionals","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","341 Social work and religious associate professionals","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","341 Social work and religious associate professionals","women","primary and secondary education 9-10 years (ISCED97 2)",26400,25700,26600,27200,28000
"0 all sectors","341 Social work and religious associate professionals","women","upper secondary education, 2 years or less (ISCED97 3C)",27400,27300,28000,28800,30300
"0 all sectors","341 Social work and religious associate professionals","women","upper secondary education 3 years (ISCED97 3A)",26700,26500,26900,28900,28700
"0 all sectors","341 Social work and religious associate professionals","women","post-secondary education, less than 3 years (ISCED97 4+5B)",27200,27800,28400,29300,30000
"0 all sectors","341 Social work and religious associate professionals","women","post-secondary education 3 years or more (ISCED97 5A)",28500,28500,29500,30200,31300
"0 all sectors","341 Social work and religious associate professionals","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","341 Social work and religious associate professionals","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","primary and secondary education 9-10 years (ISCED97 2)",26800,26200,26500,31400,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","upper secondary education, 2 years or less (ISCED97 3C)",30100,29200,29200,29900,29500
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","upper secondary education 3 years (ISCED97 3A)",27100,27300,28200,29300,27800
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",26200,28600,29000,29400,30100
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","post-secondary education 3 years or more (ISCED97 5A)",30200,30400,32000,31300,34100
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","primary and secondary education 9-10 years (ISCED97 2)",24500,24100,24900,25500,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","upper secondary education, 2 years or less (ISCED97 3C)",26100,26900,27400,28400,28600
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","upper secondary education 3 years (ISCED97 3A)",25400,24900,24700,26600,25700
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",27000,27600,27500,27900,28400
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","post-secondary education 3 years or more (ISCED97 5A)",28900,30700,31100,31100,30900
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","upper secondary education, 2 years or less (ISCED97 3C)",31900,34100,32900,33000,35700
"0 all sectors","343 Photographers, interior decorators and entertainers","men","upper secondary education 3 years (ISCED97 3A)",28400,30200,33600,32000,34700
"0 all sectors","343 Photographers, interior decorators and entertainers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",29900,26500,31700,33100,41000
"0 all sectors","343 Photographers, interior decorators and entertainers","men","post-secondary education 3 years or more (ISCED97 5A)",32100,36100,36600,33100,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","women","upper secondary education, 2 years or less (ISCED97 3C)",30000,30700,30400,32000,32700
"0 all sectors","343 Photographers, interior decorators and entertainers","women","upper secondary education 3 years (ISCED97 3A)",29400,29600,29700,31800,36000
"0 all sectors","343 Photographers, interior decorators and entertainers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",29300,30700,31900,30700,33700
"0 all sectors","343 Photographers, interior decorators and entertainers","women","post-secondary education 3 years or more (ISCED97 5A)",30300,30800,32500,30900,34300
"0 all sectors","343 Photographers, interior decorators and entertainers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","upper secondary education, 2 years or less (ISCED97 3C)",29100,32200,33000,32900,30800
"0 all sectors","344 Driving instructors and other instructors","men","upper secondary education 3 years (ISCED97 3A)",26500,31700,32000,32100,28500
"0 all sectors","344 Driving instructors and other instructors","men","post-secondary education, less than 3 years (ISCED97 4+5B)",30200,29200,33400,..,32700
"0 all sectors","344 Driving instructors and other instructors","men","post-secondary education 3 years or more (ISCED97 5A)",31100,33500,..,31800,31600
"0 all sectors","344 Driving instructors and other instructors","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","upper secondary education, 2 years or less (ISCED97 3C)",28700,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","upper secondary education 3 years (ISCED97 3A)",28200,..,26000,..,..
"0 all sectors","344 Driving instructors and other instructors","women","post-secondary education, less than 3 years (ISCED97 4+5B)",28600,29200,28900,29400,30200
"0 all sectors","344 Driving instructors and other instructors","women","post-secondary education 3 years or more (ISCED97 5A)",32300,33200,..,33700,35500
"0 all sectors","344 Driving instructors and other instructors","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","upper secondary education, 2 years or less (ISCED97 3C)",30200,..,32200,..,34300
"0 all sectors","345 Culinary associate professionals","men","upper secondary education 3 years (ISCED97 3A)",..,31300,32800,32200,32200
"0 all sectors","345 Culinary associate professionals","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","women","primary and secondary education 9-10 years (ISCED97 2)",25200,..,..,..,..
"0 all sectors","345 Culinary associate professionals","women","upper secondary education, 2 years or less (ISCED97 3C)",26400,27200,26500,27600,29200
"0 all sectors","345 Culinary associate professionals","women","upper secondary education 3 years (ISCED97 3A)",25600,26100,27000,27300,27800
"0 all sectors","345 Culinary associate professionals","women","post-secondary education, less than 3 years (ISCED97 4+5B)",27300,28300,29700,..,..
"0 all sectors","345 Culinary associate professionals","women","post-secondary education 3 years or more (ISCED97 5A)",28800,30100,30800,33100,32400
"0 all sectors","345 Culinary associate professionals","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","351 ICT operations and user support technicians","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","351 ICT operations and user support technicians","men","primary and secondary education 9-10 years (ISCED97 2)",35200,35500,34300,37000,36700
"0 all sectors","351 ICT operations and user support technicians","men","upper secondary education, 2 years or less (ISCED97 3C)",35500,36600,36600,36800,37500
"0 all sectors","351 ICT operations and user support technicians","men","upper secondary education 3 years (ISCED97 3A)",34400,33500,33600,34400,35000
"0 all sectors","351 ICT operations and user support technicians","men","post-secondary education, less than 3 years (ISCED97 4+5B)",36500,35700,36000,37900,37000
"0 all sectors","351 ICT operations and user support technicians","men","post-secondary education 3 years or more (ISCED97 5A)",36100,37000,37200,38100,40500
"0 all sectors","351 ICT operations and user support technicians","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","351 ICT operations and user support technicians","men","no information about level of educational attainment",31500,34300,35100,35300,32400
"0 all sectors","351 ICT operations and user support technicians","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","351 ICT operations and user support technicians","women","primary and secondary education 9-10 years (ISCED97 2)",30900,31400,34300,32600,34400
"0 all sectors","351 ICT operations and user support technicians","women","upper secondary education, 2 years or less (ISCED97 3C)",32100,32300,34300,34300,35100
"0 all sectors","351 ICT operations and user support technicians","women","upper secondary education 3 years (ISCED97 3A)",29500,31600,32200,31500,33600
"0 all sectors","351 ICT operations and user support technicians","women","post-secondary education, less than 3 years (ISCED97 4+5B)",33600,32900,34100,34700,35200
"0 all sectors","351 ICT operations and user support technicians","women","post-secondary education 3 years or more (ISCED97 5A)",35500,33900,34200,35600,37600
"0 all sectors","351 ICT operations and user support technicians","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","351 ICT operations and user support technicians","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","men","primary and secondary education 9-10 years (ISCED97 2)",31700,33600,33500,32300,30100
"0 all sectors","352 Broadcasting and audio-visual technicians","men","upper secondary education, 2 years or less (ISCED97 3C)",32300,29900,33300,30600,30300
"0 all sectors","352 Broadcasting and audio-visual technicians","men","upper secondary education 3 years (ISCED97 3A)",25500,28300,28100,27700,28600
"0 all sectors","352 Broadcasting and audio-visual technicians","men","post-secondary education, less than 3 years (ISCED97 4+5B)",30300,32000,33100,32500,33900
"0 all sectors","352 Broadcasting and audio-visual technicians","men","post-secondary education 3 years or more (ISCED97 5A)",31300,29900,32300,30900,33900
"0 all sectors","352 Broadcasting and audio-visual technicians","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","upper secondary education 3 years (ISCED97 3A)",27000,28300,29100,29400,30700
"0 all sectors","352 Broadcasting and audio-visual technicians","women","post-secondary education, less than 3 years (ISCED97 4+5B)",29700,28500,28900,31600,31200
"0 all sectors","352 Broadcasting and audio-visual technicians","women","post-secondary education 3 years or more (ISCED97 5A)",..,30300,30900,29100,31000
"0 all sectors","352 Broadcasting and audio-visual technicians","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","411 Office assistants and other secretaries","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","411 Office assistants and other secretaries","men","primary and secondary education 9-10 years (ISCED97 2)",27600,28500,25300,29100,30800
"0 all sectors","411 Office assistants and other secretaries","men","upper secondary education, 2 years or less (ISCED97 3C)",27800,29900,30000,29700,31900
"0 all sectors","411 Office assistants and other secretaries","men","upper secondary education 3 years (ISCED97 3A)",27100,27400,27700,28500,29500
"0 all sectors","411 Office assistants and other secretaries","men","post-secondary education, less than 3 years (ISCED97 4+5B)",28900,28900,29700,29100,30300
"0 all sectors","411 Office assistants and other secretaries","men","post-secondary education 3 years or more (ISCED97 5A)",30900,31400,31800,31300,32900
"0 all sectors","411 Office assistants and other secretaries","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","411 Office assistants and other secretaries","men","no information about level of educational attainment",..,..,..,30300,30700
"0 all sectors","411 Office assistants and other secretaries","women","primary and secondary education less than 9 years (ISCED97 1)",24100,28300,27500,27400,..
"0 all sectors","411 Office assistants and other secretaries","women","primary and secondary education 9-10 years (ISCED97 2)",27500,27500,28700,28800,29700
"0 all sectors","411 Office assistants and other secretaries","women","upper secondary education, 2 years or less (ISCED97 3C)",26800,27900,28700,29300,29900
"0 all sectors","411 Office assistants and other secretaries","women","upper secondary education 3 years (ISCED97 3A)",27200,27300,28100,29000,29800
"0 all sectors","411 Office assistants and other secretaries","women","post-secondary education, less than 3 years (ISCED97 4+5B)",27200,28100,27700,28900,29600
"0 all sectors","411 Office assistants and other secretaries","women","post-secondary education 3 years or more (ISCED97 5A)",28600,28600,30000,30900,31100
"0 all sectors","411 Office assistants and other secretaries","women","post-graduate education (ISCED97 6)",33700,33700,39400,37500,..
"0 all sectors","411 Office assistants and other secretaries","women","no information about level of educational attainment",30300,27100,27000,28600,29200
"0 all sectors","421 Croupiers, debt collectors and related workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,29300,24200
"0 all sectors","421 Croupiers, debt collectors and related workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,26800
"0 all sectors","421 Croupiers, debt collectors and related workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,29100
"0 all sectors","421 Croupiers, debt collectors and related workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,24000
"0 all sectors","421 Croupiers, debt collectors and related workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,26900
"0 all sectors","421 Croupiers, debt collectors and related workers","women","upper secondary education 3 years (ISCED97 3A)",..,20800,26300,27300,23100
