"region","sector","occuptional  (SSYK 2012)","sex","2015","2016","2017","2018"
"SE22 South Sweden","2 primary municipalities","835 Ships deck crews and related workers","men",0,0,..,0
"SE22 South Sweden","2 primary municipalities","835 Ships deck crews and related workers","women",0,0,..,0
"SE22 South Sweden","2 primary municipalities","911 Cleaners and helpers","men",260,280,330,320
"SE22 South Sweden","2 primary municipalities","911 Cleaners and helpers","women",1900,2000,2100,2000
"SE22 South Sweden","2 primary municipalities","912 Washers, window cleaners and other cleaning workers","men",10,10,10,10
"SE22 South Sweden","2 primary municipalities","912 Washers, window cleaners and other cleaning workers","women",10,0,..,0
"SE22 South Sweden","2 primary municipalities","921 Berry pickers and planters","men",0,0,0,0
"SE22 South Sweden","2 primary municipalities","921 Berry pickers and planters","women",0,0,0,0
"SE22 South Sweden","2 primary municipalities","931 Construction labourers","men",0,0,0,0
"SE22 South Sweden","2 primary municipalities","931 Construction labourers","women",0,0,0,0
"SE22 South Sweden","2 primary municipalities","932 Manufacturing labourers","men",0,0,0,0
"SE22 South Sweden","2 primary municipalities","932 Manufacturing labourers","women",0,0,0,0
"SE22 South Sweden","2 primary municipalities","933 Dockers and ground personnel","men",0,0,..,..
"SE22 South Sweden","2 primary municipalities","933 Dockers and ground personnel","women",0,0,0,0
"SE22 South Sweden","2 primary municipalities","941 Fast-food workers, food preparation assistants","men",190,220,220,240
"SE22 South Sweden","2 primary municipalities","941 Fast-food workers, food preparation assistants","women",2100,2000,1900,1800
"SE22 South Sweden","2 primary municipalities","952 Street and market vendors","men",0,0,0,0
"SE22 South Sweden","2 primary municipalities","952 Street and market vendors","women",0,0,0,0
"SE22 South Sweden","2 primary municipalities","961 Recycling collectors","men",180,160,150,150
"SE22 South Sweden","2 primary municipalities","961 Recycling collectors","women",20,20,10,20
"SE22 South Sweden","2 primary municipalities","962 Newspaper distributors, janitors and other service workers","men",110,100,90,80
"SE22 South Sweden","2 primary municipalities","962 Newspaper distributors, janitors and other service workers","women",20,20,20,20
"SE22 South Sweden","2 primary municipalities","0001 Other professions","men",..,..,..,..
"SE22 South Sweden","2 primary municipalities","0001 Other professions","women",..,..,..,..
"SE22 South Sweden","2 primary municipalities","0002 occupations unidentifiable","men",..,..,..,..
"SE22 South Sweden","2 primary municipalities","0002 occupations unidentifiable","women",..,..,..,..
"SE22 South Sweden","3 county council sector","0000 All","men",..,..,..,..
"SE22 South Sweden","3 county council sector","0000 All","women",..,..,..,..
"SE22 South Sweden","3 county council sector","011 Commissioned armed forces officers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","011 Commissioned armed forces officers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","021 Non-commissioned armed forces officers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","021 Non-commissioned armed forces officers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","031 Armed forces occupations, other ranks","men",..,..,..,..
"SE22 South Sweden","3 county council sector","031 Armed forces occupations, other ranks","women",..,..,..,..
"SE22 South Sweden","3 county council sector","111 Legislators and senior officials","men",..,..,..,..
"SE22 South Sweden","3 county council sector","111 Legislators and senior officials","women",..,..,..,..
"SE22 South Sweden","3 county council sector","112 Managing directors and chief executives","men",..,..,..,..
"SE22 South Sweden","3 county council sector","112 Managing directors and chief executives","women",..,..,..,..
"SE22 South Sweden","3 county council sector","121 Finance managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","121 Finance managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","122 Human resource managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","122 Human resource managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","123 Administration and planning managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","123 Administration and planning managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","124 Information, communication and public relations managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","124 Information, communication and public relations managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","125 Sales and marketing managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","125 Sales and marketing managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","129 Administration and service managers not elsewhere classified","men",..,..,..,..
"SE22 South Sweden","3 county council sector","129 Administration and service managers not elsewhere classified","women",..,..,..,..
"SE22 South Sweden","3 county council sector","131 Information and communications technology service managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","131 Information and communications technology service managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","132 Supply, logistics and transport managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","132 Supply, logistics and transport managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","133 Research and development managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","133 Research and development managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","134 Architectural and engineering managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","134 Architectural and engineering managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","135 Real estate and head of administration manager","men",..,..,..,..
"SE22 South Sweden","3 county council sector","135 Real estate and head of administration manager","women",..,..,..,..
"SE22 South Sweden","3 county council sector","136 Production managers in construction and mining","men",..,..,..,..
"SE22 South Sweden","3 county council sector","136 Production managers in construction and mining","women",..,..,..,..
"SE22 South Sweden","3 county council sector","137 Production managers in manufacturing","men",..,..,..,..
"SE22 South Sweden","3 county council sector","137 Production managers in manufacturing","women",..,..,..,..
"SE22 South Sweden","3 county council sector","138 Forestry and agricultural production managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","138 Forestry and agricultural production managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","141 Primary and secondary schools and adult education managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","141 Primary and secondary schools and adult education managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","142 Preschool managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","142 Preschool managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","149 Education managers not elsewhere classified","men",..,..,..,..
"SE22 South Sweden","3 county council sector","149 Education managers not elsewhere classified","women",..,..,..,..
"SE22 South Sweden","3 county council sector","151 Health care managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","151 Health care managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","152 Managers in social and curative care","men",..,..,..,..
"SE22 South Sweden","3 county council sector","152 Managers in social and curative care","women",..,..,..,..
"SE22 South Sweden","3 county council sector","153 Elderly care managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","153 Elderly care managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","154 Managers and leaders within religious bodies","men",..,..,..,..
"SE22 South Sweden","3 county council sector","154 Managers and leaders within religious bodies","women",..,..,..,..
"SE22 South Sweden","3 county council sector","159 Other social services managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","159 Other social services managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","161 Financial and insurance managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","161 Financial and insurance managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","171 Hotel and conference managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","171 Hotel and conference managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","172 Restaurant managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","172 Restaurant managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","173 Retail and wholesale trade managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","173 Retail and wholesale trade managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","174 Sports, leisure and wellness managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","174 Sports, leisure and wellness managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","179 Other services managers not elsewhere classified","men",..,..,..,..
"SE22 South Sweden","3 county council sector","179 Other services managers not elsewhere classified","women",..,..,..,..
"SE22 South Sweden","3 county council sector","211 Physicists and chemists","men",..,..,..,..
"SE22 South Sweden","3 county council sector","211 Physicists and chemists","women",..,..,..,..
"SE22 South Sweden","3 county council sector","212 Mathematicians, actuaries and statisticians","men",..,..,..,..
"SE22 South Sweden","3 county council sector","212 Mathematicians, actuaries and statisticians","women",..,..,..,..
"SE22 South Sweden","3 county council sector","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",..,..,..,..
"SE22 South Sweden","3 county council sector","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",..,..,..,..
"SE22 South Sweden","3 county council sector","214 Engineering professionals","men",..,..,..,..
"SE22 South Sweden","3 county council sector","214 Engineering professionals","women",..,..,..,..
"SE22 South Sweden","3 county council sector","216 Architects and surveyors","men",..,..,..,..
"SE22 South Sweden","3 county council sector","216 Architects and surveyors","women",..,..,..,..
"SE22 South Sweden","3 county council sector","217 Designers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","217 Designers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","218 Specialists within environmental and health protection","men",..,..,..,..
"SE22 South Sweden","3 county council sector","218 Specialists within environmental and health protection","women",..,..,..,..
"SE22 South Sweden","3 county council sector","221 Medical doctors","men",..,..,..,..
"SE22 South Sweden","3 county council sector","221 Medical doctors","women",..,..,..,..
"SE22 South Sweden","3 county council sector","222 Nursing professionals","men",..,..,..,..
"SE22 South Sweden","3 county council sector","222 Nursing professionals","women",..,..,..,..
"SE22 South Sweden","3 county council sector","223 Nursing professionals (cont.)","men",..,..,..,..
"SE22 South Sweden","3 county council sector","223 Nursing professionals (cont.)","women",..,..,..,..
"SE22 South Sweden","3 county council sector","224 Psychologists and psychotherapists","men",..,..,..,..
"SE22 South Sweden","3 county council sector","224 Psychologists and psychotherapists","women",..,..,..,..
"SE22 South Sweden","3 county council sector","225 Veterinarians","men",..,..,..,..
"SE22 South Sweden","3 county council sector","225 Veterinarians","women",..,..,..,..
"SE22 South Sweden","3 county council sector","226 Dentists","men",..,..,..,..
"SE22 South Sweden","3 county council sector","226 Dentists","women",..,..,..,..
"SE22 South Sweden","3 county council sector","227 Naprapaths, physiotherapists, occupational therapists","men",..,..,..,..
"SE22 South Sweden","3 county council sector","227 Naprapaths, physiotherapists, occupational therapists","women",..,..,..,..
"SE22 South Sweden","3 county council sector","228 Specialists in health care not elsewhere classified","men",..,..,..,..
"SE22 South Sweden","3 county council sector","228 Specialists in health care not elsewhere classified","women",..,..,..,..
"SE22 South Sweden","3 county council sector","231 University and higher education teachers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","231 University and higher education teachers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","232 Vocational education teachers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","232 Vocational education teachers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","233 Secondary education teachers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","233 Secondary education teachers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","234 Primary- and pre-school teachers ","men",..,..,..,..
"SE22 South Sweden","3 county council sector","234 Primary- and pre-school teachers ","women",..,..,..,..
"SE22 South Sweden","3 county council sector","235 Teaching professionals not elsewhere classified","men",..,..,..,..
"SE22 South Sweden","3 county council sector","235 Teaching professionals not elsewhere classified","women",..,..,..,..
"SE22 South Sweden","3 county council sector","241 Accountants, financial analysts and fund managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","241 Accountants, financial analysts and fund managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","242 Organisation analysts, policy administrators and human resource specialists","men",..,..,..,..
"SE22 South Sweden","3 county council sector","242 Organisation analysts, policy administrators and human resource specialists","women",..,..,..,..
"SE22 South Sweden","3 county council sector","243 Marketing and public relations professionals","men",..,..,..,..
"SE22 South Sweden","3 county council sector","243 Marketing and public relations professionals","women",..,..,..,..
"SE22 South Sweden","3 county council sector","251 ICT architects, systems analysts and test managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","251 ICT architects, systems analysts and test managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","261 Legal professionals","men",..,..,..,..
"SE22 South Sweden","3 county council sector","261 Legal professionals","women",..,..,..,..
"SE22 South Sweden","3 county council sector","262 Museum curators and librarians and related professionals","men",..,..,..,..
"SE22 South Sweden","3 county council sector","262 Museum curators and librarians and related professionals","women",..,..,..,..
"SE22 South Sweden","3 county council sector","264 Authors, journalists and linguists","men",..,..,..,..
"SE22 South Sweden","3 county council sector","264 Authors, journalists and linguists","women",..,..,..,..
"SE22 South Sweden","3 county council sector","265 Creative and performing artists","men",..,..,..,..
"SE22 South Sweden","3 county council sector","265 Creative and performing artists","women",..,..,..,..
"SE22 South Sweden","3 county council sector","266 Social work and counselling professionals","men",..,..,..,..
"SE22 South Sweden","3 county council sector","266 Social work and counselling professionals","women",..,..,..,..
"SE22 South Sweden","3 county council sector","267 Religious professionals and deacons","men",..,..,..,..
"SE22 South Sweden","3 county council sector","267 Religious professionals and deacons","women",..,..,..,..
"SE22 South Sweden","3 county council sector","311 Physical and engineering science technicians","men",..,..,..,..
"SE22 South Sweden","3 county council sector","311 Physical and engineering science technicians","women",..,..,..,..
"SE22 South Sweden","3 county council sector","312 Construction and manufacturing supervisors","men",..,..,..,..
"SE22 South Sweden","3 county council sector","312 Construction and manufacturing supervisors","women",..,..,..,..
"SE22 South Sweden","3 county council sector","315 Ship and aircraft controllers and technicians","men",..,..,..,..
"SE22 South Sweden","3 county council sector","315 Ship and aircraft controllers and technicians","women",..,..,..,..
"SE22 South Sweden","3 county council sector","321 Medical and pharmaceutical technicians","men",..,..,..,..
"SE22 South Sweden","3 county council sector","321 Medical and pharmaceutical technicians","women",..,..,..,..
"SE22 South Sweden","3 county council sector","323 Complementary medicine therapists and associate professionals","men",..,..,..,..
"SE22 South Sweden","3 county council sector","323 Complementary medicine therapists and associate professionals","women",..,..,..,..
"SE22 South Sweden","3 county council sector","324 Veterinary assistants","men",..,..,..,..
"SE22 South Sweden","3 county council sector","324 Veterinary assistants","women",..,..,..,..
"SE22 South Sweden","3 county council sector","325 Dental hygienists","men",..,..,..,..
"SE22 South Sweden","3 county council sector","325 Dental hygienists","women",..,..,..,..
"SE22 South Sweden","3 county council sector","331 Financial and accounting associate professionals","men",..,..,..,..
"SE22 South Sweden","3 county council sector","331 Financial and accounting associate professionals","women",..,..,..,..
"SE22 South Sweden","3 county council sector","332 Insurance advisers, sales and purchasing agents","men",..,..,..,..
"SE22 South Sweden","3 county council sector","332 Insurance advisers, sales and purchasing agents","women",..,..,..,..
"SE22 South Sweden","3 county council sector","333 Business services agents","men",..,..,..,..
"SE22 South Sweden","3 county council sector","333 Business services agents","women",..,..,..,..
"SE22 South Sweden","3 county council sector","334 Administrative and specialized secretaries","men",..,..,..,..
"SE22 South Sweden","3 county council sector","334 Administrative and specialized secretaries","women",..,..,..,..
"SE22 South Sweden","3 county council sector","335 Tax and related government associate professionals","men",..,..,..,..
"SE22 South Sweden","3 county council sector","335 Tax and related government associate professionals","women",..,..,..,..
"SE22 South Sweden","3 county council sector","336 Police officers ","men",..,..,..,..
"SE22 South Sweden","3 county council sector","336 Police officers ","women",..,..,..,..
"SE22 South Sweden","3 county council sector","341 Social work and religious associate professionals","men",..,..,..,..
"SE22 South Sweden","3 county council sector","341 Social work and religious associate professionals","women",..,..,..,..
"SE22 South Sweden","3 county council sector","342 Athletes, fitness instructors and recreational workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","342 Athletes, fitness instructors and recreational workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","343 Photographers, interior decorators and entertainers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","343 Photographers, interior decorators and entertainers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","344 Driving instructors and other instructors","men",..,..,..,..
"SE22 South Sweden","3 county council sector","344 Driving instructors and other instructors","women",..,..,..,..
"SE22 South Sweden","3 county council sector","345 Culinary associate professionals","men",..,..,..,..
"SE22 South Sweden","3 county council sector","345 Culinary associate professionals","women",..,..,..,..
"SE22 South Sweden","3 county council sector","351 ICT operations and user support technicians","men",..,..,..,..
"SE22 South Sweden","3 county council sector","351 ICT operations and user support technicians","women",..,..,..,..
"SE22 South Sweden","3 county council sector","352 Broadcasting and audio-visual technicians","men",..,..,..,..
"SE22 South Sweden","3 county council sector","352 Broadcasting and audio-visual technicians","women",..,..,..,..
"SE22 South Sweden","3 county council sector","411 Office assistants and other secretaries","men",..,..,..,..
"SE22 South Sweden","3 county council sector","411 Office assistants and other secretaries","women",..,..,..,..
"SE22 South Sweden","3 county council sector","421 Croupiers, debt collectors and related workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","421 Croupiers, debt collectors and related workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","422 Client information clerks","men",..,..,..,..
"SE22 South Sweden","3 county council sector","422 Client information clerks","women",..,..,..,..
"SE22 South Sweden","3 county council sector","432 Stores and transport clerks","men",..,..,..,..
"SE22 South Sweden","3 county council sector","432 Stores and transport clerks","women",..,..,..,..
"SE22 South Sweden","3 county council sector","441 Library and filing clerks","men",..,..,..,..
"SE22 South Sweden","3 county council sector","441 Library and filing clerks","women",..,..,..,..
"SE22 South Sweden","3 county council sector","442 Postmen and postal facility workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","442 Postmen and postal facility workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","443 Elected representatives","men",..,..,..,..
"SE22 South Sweden","3 county council sector","443 Elected representatives","women",..,..,..,..
"SE22 South Sweden","3 county council sector","511 Cabin crew, guides and related workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","511 Cabin crew, guides and related workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","512 Cooks and cold-buffet managers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","512 Cooks and cold-buffet managers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","513 Waiters and bartenders","men",..,..,..,..
"SE22 South Sweden","3 county council sector","513 Waiters and bartenders","women",..,..,..,..
"SE22 South Sweden","3 county council sector","514 Hairdressers, beauty and body therapists","men",..,..,..,..
"SE22 South Sweden","3 county council sector","514 Hairdressers, beauty and body therapists","women",..,..,..,..
"SE22 South Sweden","3 county council sector","515 Building caretakers and related workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","515 Building caretakers and related workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","516 Other service related workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","516 Other service related workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","522 Shop staff","men",..,..,..,..
"SE22 South Sweden","3 county council sector","522 Shop staff","women",..,..,..,..
"SE22 South Sweden","3 county council sector","523 Cashiers and related clerks","men",..,..,..,..
"SE22 South Sweden","3 county council sector","523 Cashiers and related clerks","women",..,..,..,..
"SE22 South Sweden","3 county council sector","524 Event seller and telemarketers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","524 Event seller and telemarketers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","531 Child care workers and teachers aides","men",..,..,..,..
"SE22 South Sweden","3 county council sector","531 Child care workers and teachers aides","women",..,..,..,..
"SE22 South Sweden","3 county council sector","532 Personal care workers in health services","men",..,..,..,..
"SE22 South Sweden","3 county council sector","532 Personal care workers in health services","women",..,..,..,..
"SE22 South Sweden","3 county council sector","533 Health care assistants","men",..,..,..,..
"SE22 South Sweden","3 county council sector","533 Health care assistants","women",..,..,..,..
"SE22 South Sweden","3 county council sector","534 Attendants, personal assistants and related workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","534 Attendants, personal assistants and related workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","535 Dental nurses","men",..,..,..,..
"SE22 South Sweden","3 county council sector","535 Dental nurses","women",..,..,..,..
"SE22 South Sweden","3 county council sector","541 Other surveillance and security workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","541 Other surveillance and security workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","611 Market gardeners and crop growers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","611 Market gardeners and crop growers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","612 Animal breeders and keepers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","612 Animal breeders and keepers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","613 Mixed crop and animal breeders","men",..,..,..,..
"SE22 South Sweden","3 county council sector","613 Mixed crop and animal breeders","women",..,..,..,..
"SE22 South Sweden","3 county council sector","621 Forestry and related workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","621 Forestry and related workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","622 Aquaculture and fishery workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","622 Aquaculture and fishery workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","711 Carpenters, bricklayers and construction workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","711 Carpenters, bricklayers and construction workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","712 Roofers, floor layers, plumbers and pipefitters","men",..,..,..,..
"SE22 South Sweden","3 county council sector","712 Roofers, floor layers, plumbers and pipefitters","women",..,..,..,..
"SE22 South Sweden","3 county council sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","722 Blacksmiths, toolmakers and related trades workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","722 Blacksmiths, toolmakers and related trades workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","723 Machinery mechanics and fitters","men",..,..,..,..
"SE22 South Sweden","3 county council sector","723 Machinery mechanics and fitters","women",..,..,..,..
"SE22 South Sweden","3 county council sector","731 Precision-instrument makers and handicraft workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","731 Precision-instrument makers and handicraft workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","732 Printing trades workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","732 Printing trades workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","741 Electrical equipment installers and repairers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","741 Electrical equipment installers and repairers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","742 Electronics and telecommunications installers and repairers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","742 Electronics and telecommunications installers and repairers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","752 Wood treaters, cabinet-makers and related trades workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","752 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","753 Tailors, upholsterers and leather craftsmen","men",..,..,..,..
"SE22 South Sweden","3 county council sector","753 Tailors, upholsterers and leather craftsmen","women",..,..,..,..
"SE22 South Sweden","3 county council sector","761 Butchers, bakers and food processors","men",..,..,..,..
"SE22 South Sweden","3 county council sector","761 Butchers, bakers and food processors","women",..,..,..,..
"SE22 South Sweden","3 county council sector","811 Mining and mineral processing plant operators","men",..,..,..,..
"SE22 South Sweden","3 county council sector","811 Mining and mineral processing plant operators","women",..,..,..,..
"SE22 South Sweden","3 county council sector","812 Metal processing and finishing plant operators","men",..,..,..,..
"SE22 South Sweden","3 county council sector","812 Metal processing and finishing plant operators","women",..,..,..,..
"SE22 South Sweden","3 county council sector","813 Machine operators, chemical and pharmaceutical products","men",..,..,..,..
"SE22 South Sweden","3 county council sector","813 Machine operators, chemical and pharmaceutical products","women",..,..,..,..
"SE22 South Sweden","3 county council sector","814 Machine operators, rubber, plastic and paper products","men",..,..,..,..
"SE22 South Sweden","3 county council sector","814 Machine operators, rubber, plastic and paper products","women",..,..,..,..
"SE22 South Sweden","3 county council sector","815 Machine operators, textile, fur and leather products","men",..,..,..,..
"SE22 South Sweden","3 county council sector","815 Machine operators, textile, fur and leather products","women",..,..,..,..
"SE22 South Sweden","3 county council sector","816 Machine operators, food and related products","men",..,..,..,..
"SE22 South Sweden","3 county council sector","816 Machine operators, food and related products","women",..,..,..,..
"SE22 South Sweden","3 county council sector","817 Wood processing and papermaking plant operators","men",..,..,..,..
"SE22 South Sweden","3 county council sector","817 Wood processing and papermaking plant operators","women",..,..,..,..
"SE22 South Sweden","3 county council sector","818 Other stationary plant and machine operators","men",..,..,..,..
"SE22 South Sweden","3 county council sector","818 Other stationary plant and machine operators","women",..,..,..,..
"SE22 South Sweden","3 county council sector","819 Process control technicians","men",..,..,..,..
"SE22 South Sweden","3 county council sector","819 Process control technicians","women",..,..,..,..
"SE22 South Sweden","3 county council sector","821 Assemblers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","821 Assemblers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","831 Train operators and related workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","831 Train operators and related workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","832 Car, van and motorcycle drivers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","832 Car, van and motorcycle drivers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","833 Heavy truck and bus drivers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","833 Heavy truck and bus drivers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","834 Mobile plant operators","men",..,..,..,..
"SE22 South Sweden","3 county council sector","834 Mobile plant operators","women",..,..,..,..
"SE22 South Sweden","3 county council sector","835 Ships deck crews and related workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","835 Ships deck crews and related workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","911 Cleaners and helpers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","911 Cleaners and helpers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","912 Washers, window cleaners and other cleaning workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","912 Washers, window cleaners and other cleaning workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","921 Berry pickers and planters","men",..,..,..,..
"SE22 South Sweden","3 county council sector","921 Berry pickers and planters","women",..,..,..,..
"SE22 South Sweden","3 county council sector","931 Construction labourers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","931 Construction labourers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","932 Manufacturing labourers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","932 Manufacturing labourers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","933 Dockers and ground personnel","men",..,..,..,..
"SE22 South Sweden","3 county council sector","933 Dockers and ground personnel","women",..,..,..,..
"SE22 South Sweden","3 county council sector","941 Fast-food workers, food preparation assistants","men",..,..,..,..
"SE22 South Sweden","3 county council sector","941 Fast-food workers, food preparation assistants","women",..,..,..,..
"SE22 South Sweden","3 county council sector","952 Street and market vendors","men",..,..,..,..
"SE22 South Sweden","3 county council sector","952 Street and market vendors","women",..,..,..,..
"SE22 South Sweden","3 county council sector","961 Recycling collectors","men",..,..,..,..
"SE22 South Sweden","3 county council sector","961 Recycling collectors","women",..,..,..,..
"SE22 South Sweden","3 county council sector","962 Newspaper distributors, janitors and other service workers","men",..,..,..,..
"SE22 South Sweden","3 county council sector","962 Newspaper distributors, janitors and other service workers","women",..,..,..,..
"SE22 South Sweden","3 county council sector","0001 Other professions","men",..,..,..,..
"SE22 South Sweden","3 county council sector","0001 Other professions","women",..,..,..,..
"SE22 South Sweden","3 county council sector","0002 occupations unidentifiable","men",..,..,..,..
"SE22 South Sweden","3 county council sector","0002 occupations unidentifiable","women",..,..,..,..
"SE22 South Sweden","4 manual workers private sector","0000 All","men",132500,129800,132200,131800
"SE22 South Sweden","4 manual workers private sector","0000 All","women",73400,69800,80900,73800
