"sector","occuptional  (SSYK 2012)","sex","level of education","2014","2015","2016","2017","2018"
"0 all sectors","341 Social work and religious associate professionals","women","upper secondary education, 2 years or less (ISCED97 3C)",1800,2300,2700,2000,1600
"0 all sectors","341 Social work and religious associate professionals","women","upper secondary education 3 years (ISCED97 3A)",1800,2100,2900,2000,1800
"0 all sectors","341 Social work and religious associate professionals","women","post-secondary education, less than 3 years (ISCED97 4+5B)",2900,3800,4200,4000,3100
"0 all sectors","341 Social work and religious associate professionals","women","post-secondary education 3 years or more (ISCED97 5A)",4400,5000,5200,4700,4200
"0 all sectors","341 Social work and religious associate professionals","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","341 Social work and religious associate professionals","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","primary and secondary education 9-10 years (ISCED97 2)",1100,1200,1000,1300,1200
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","upper secondary education, 2 years or less (ISCED97 3C)",2200,1900,1500,1800,1700
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","upper secondary education 3 years (ISCED97 3A)",4800,5000,4000,4500,5200
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",3600,3100,3000,3400,3500
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","post-secondary education 3 years or more (ISCED97 5A)",1600,1600,1700,1800,2100
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","primary and secondary education 9-10 years (ISCED97 2)",610,..,960,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","upper secondary education, 2 years or less (ISCED97 3C)",2300,1800,1900,2000,2300
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","upper secondary education 3 years (ISCED97 3A)",4000,5000,5200,4400,6400
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",4000,4400,4600,4300,5100
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","post-secondary education 3 years or more (ISCED97 5A)",3000,3700,4400,3700,5000
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","upper secondary education, 2 years or less (ISCED97 3C)",410,420,440,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","post-secondary education 3 years or more (ISCED97 5A)",..,350,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","women","upper secondary education, 2 years or less (ISCED97 3C)",490,590,320,290,..
"0 all sectors","343 Photographers, interior decorators and entertainers","women","upper secondary education 3 years (ISCED97 3A)",1200,1200,1100,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",830,770,880,..,980
"0 all sectors","343 Photographers, interior decorators and entertainers","women","post-secondary education 3 years or more (ISCED97 5A)",510,540,630,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","upper secondary education, 2 years or less (ISCED97 3C)",160,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,350
"0 all sectors","344 Driving instructors and other instructors","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","women","primary and secondary education 9-10 years (ISCED97 2)",110,..,..,..,..
"0 all sectors","345 Culinary associate professionals","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,570
"0 all sectors","345 Culinary associate professionals","women","upper secondary education 3 years (ISCED97 3A)",380,330,350,400,..
"0 all sectors","345 Culinary associate professionals","women","post-secondary education, less than 3 years (ISCED97 4+5B)",180,240,170,..,..
"0 all sectors","345 Culinary associate professionals","women","post-secondary education 3 years or more (ISCED97 5A)",..,210,170,150,..
"0 all sectors","345 Culinary associate professionals","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","351 ICT operations and user support technicians","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","351 ICT operations and user support technicians","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,1800,1600,1200
"0 all sectors","351 ICT operations and user support technicians","men","upper secondary education, 2 years or less (ISCED97 3C)",8200,7500,6300,6100,5300
"0 all sectors","351 ICT operations and user support technicians","men","upper secondary education 3 years (ISCED97 3A)",12600,11000,11200,12900,12800
"0 all sectors","351 ICT operations and user support technicians","men","post-secondary education, less than 3 years (ISCED97 4+5B)",11400,9900,9700,10300,11200
"0 all sectors","351 ICT operations and user support technicians","men","post-secondary education 3 years or more (ISCED97 5A)",4900,5200,5900,5500,5400
"0 all sectors","351 ICT operations and user support technicians","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","351 ICT operations and user support technicians","men","no information about level of educational attainment",180,180,170,..,..
"0 all sectors","351 ICT operations and user support technicians","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","351 ICT operations and user support technicians","women","primary and secondary education 9-10 years (ISCED97 2)",290,250,280,260,230
"0 all sectors","351 ICT operations and user support technicians","women","upper secondary education, 2 years or less (ISCED97 3C)",1200,1100,1100,1100,960
"0 all sectors","351 ICT operations and user support technicians","women","upper secondary education 3 years (ISCED97 3A)",2400,2400,2400,3100,2400
"0 all sectors","351 ICT operations and user support technicians","women","post-secondary education, less than 3 years (ISCED97 4+5B)",1700,1800,1800,1800,1900
"0 all sectors","351 ICT operations and user support technicians","women","post-secondary education 3 years or more (ISCED97 5A)",1800,..,2500,2200,2400
"0 all sectors","351 ICT operations and user support technicians","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","351 ICT operations and user support technicians","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,410,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","men","post-secondary education, less than 3 years (ISCED97 4+5B)",480,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","men","post-secondary education 3 years or more (ISCED97 5A)",260,..,..,280,..
"0 all sectors","352 Broadcasting and audio-visual technicians","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","upper secondary education 3 years (ISCED97 3A)",..,170,150,170,210
"0 all sectors","352 Broadcasting and audio-visual technicians","women","post-secondary education, less than 3 years (ISCED97 4+5B)",160,..,..,190,200
"0 all sectors","352 Broadcasting and audio-visual technicians","women","post-secondary education 3 years or more (ISCED97 5A)",..,120,..,..,210
"0 all sectors","352 Broadcasting and audio-visual technicians","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","411 Office assistants and other secretaries","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","411 Office assistants and other secretaries","men","primary and secondary education 9-10 years (ISCED97 2)",1600,1400,..,1700,1400
"0 all sectors","411 Office assistants and other secretaries","men","upper secondary education, 2 years or less (ISCED97 3C)",5300,5000,5000,5400,4300
"0 all sectors","411 Office assistants and other secretaries","men","upper secondary education 3 years (ISCED97 3A)",6800,7000,8000,8000,7600
"0 all sectors","411 Office assistants and other secretaries","men","post-secondary education, less than 3 years (ISCED97 4+5B)",5100,5500,6200,6000,6000
"0 all sectors","411 Office assistants and other secretaries","men","post-secondary education 3 years or more (ISCED97 5A)",5300,5800,6300,6500,6100
"0 all sectors","411 Office assistants and other secretaries","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","411 Office assistants and other secretaries","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","411 Office assistants and other secretaries","women","primary and secondary education less than 9 years (ISCED97 1)",..,270,210,150,..
"0 all sectors","411 Office assistants and other secretaries","women","primary and secondary education 9-10 years (ISCED97 2)",6800,6300,5400,5600,5800
"0 all sectors","411 Office assistants and other secretaries","women","upper secondary education, 2 years or less (ISCED97 3C)",42500,39500,37100,33500,31300
"0 all sectors","411 Office assistants and other secretaries","women","upper secondary education 3 years (ISCED97 3A)",43300,45000,45500,48200,49300
"0 all sectors","411 Office assistants and other secretaries","women","post-secondary education, less than 3 years (ISCED97 4+5B)",25500,27300,29900,30300,31500
"0 all sectors","411 Office assistants and other secretaries","women","post-secondary education 3 years or more (ISCED97 5A)",20000,22600,23100,23400,23400
"0 all sectors","411 Office assistants and other secretaries","women","post-graduate education (ISCED97 6)",..,..,140,140,..
"0 all sectors","411 Office assistants and other secretaries","women","no information about level of educational attainment",160,..,..,260,340
"0 all sectors","421 Croupiers, debt collectors and related workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,160
"0 all sectors","421 Croupiers, debt collectors and related workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,140
"0 all sectors","421 Croupiers, debt collectors and related workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,170
"0 all sectors","421 Croupiers, debt collectors and related workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,160
"0 all sectors","421 Croupiers, debt collectors and related workers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,350,630
"0 all sectors","421 Croupiers, debt collectors and related workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,240
"0 all sectors","421 Croupiers, debt collectors and related workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,140,..,180
"0 all sectors","421 Croupiers, debt collectors and related workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","422 Client information clerks","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","422 Client information clerks","men","primary and secondary education 9-10 years (ISCED97 2)",930,1000,1300,1400,1200
"0 all sectors","422 Client information clerks","men","upper secondary education, 2 years or less (ISCED97 3C)",1900,1700,2000,2300,2000
"0 all sectors","422 Client information clerks","men","upper secondary education 3 years (ISCED97 3A)",5100,7200,8900,8700,8300
"0 all sectors","422 Client information clerks","men","post-secondary education, less than 3 years (ISCED97 4+5B)",2300,2800,3400,3300,3500
"0 all sectors","422 Client information clerks","men","post-secondary education 3 years or more (ISCED97 5A)",1400,1500,1800,2200,2100
"0 all sectors","422 Client information clerks","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","422 Client information clerks","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","422 Client information clerks","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","422 Client information clerks","women","primary and secondary education 9-10 years (ISCED97 2)",2400,2400,2600,2600,2500
"0 all sectors","422 Client information clerks","women","upper secondary education, 2 years or less (ISCED97 3C)",7900,8700,9200,8200,7200
"0 all sectors","422 Client information clerks","women","upper secondary education 3 years (ISCED97 3A)",14400,17700,20400,20400,19900
"0 all sectors","422 Client information clerks","women","post-secondary education, less than 3 years (ISCED97 4+5B)",6700,8200,8800,8600,8100
"0 all sectors","422 Client information clerks","women","post-secondary education 3 years or more (ISCED97 5A)",3400,4000,6400,5800,5500
"0 all sectors","422 Client information clerks","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","422 Client information clerks","women","no information about level of educational attainment",..,200,..,..,340
"0 all sectors","432 Stores and transport clerks","men","primary and secondary education less than 9 years (ISCED97 1)",1500,1300,1300,1800,1900
"0 all sectors","432 Stores and transport clerks","men","primary and secondary education 9-10 years (ISCED97 2)",10700,9800,9900,12400,12600
"0 all sectors","432 Stores and transport clerks","men","upper secondary education, 2 years or less (ISCED97 3C)",19100,18100,18500,20100,20700
"0 all sectors","432 Stores and transport clerks","men","upper secondary education 3 years (ISCED97 3A)",23600,24500,27000,29200,30700
"0 all sectors","432 Stores and transport clerks","men","post-secondary education, less than 3 years (ISCED97 4+5B)",5800,6100,6400,6600,7900
"0 all sectors","432 Stores and transport clerks","men","post-secondary education 3 years or more (ISCED97 5A)",3000,2700,3000,3200,3700
"0 all sectors","432 Stores and transport clerks","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","432 Stores and transport clerks","men","no information about level of educational attainment",230,..,370,720,1100
"0 all sectors","432 Stores and transport clerks","women","primary and secondary education less than 9 years (ISCED97 1)",230,..,..,310,240
"0 all sectors","432 Stores and transport clerks","women","primary and secondary education 9-10 years (ISCED97 2)",2100,2600,2500,2500,2500
"0 all sectors","432 Stores and transport clerks","women","upper secondary education, 2 years or less (ISCED97 3C)",4000,4700,3800,4500,4400
"0 all sectors","432 Stores and transport clerks","women","upper secondary education 3 years (ISCED97 3A)",7500,8300,8300,9600,10200
"0 all sectors","432 Stores and transport clerks","women","post-secondary education, less than 3 years (ISCED97 4+5B)",2400,2300,1900,2400,2600
"0 all sectors","432 Stores and transport clerks","women","post-secondary education 3 years or more (ISCED97 5A)",..,1000,1100,1400,1700
"0 all sectors","432 Stores and transport clerks","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","432 Stores and transport clerks","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","441 Library and filing clerks","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","441 Library and filing clerks","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","441 Library and filing clerks","men","upper secondary education, 2 years or less (ISCED97 3C)",200,..,170,150,170
"0 all sectors","441 Library and filing clerks","men","upper secondary education 3 years (ISCED97 3A)",180,230,190,190,180
"0 all sectors","441 Library and filing clerks","men","post-secondary education, less than 3 years (ISCED97 4+5B)",160,170,160,..,180
"0 all sectors","441 Library and filing clerks","men","post-secondary education 3 years or more (ISCED97 5A)",230,280,230,260,250
"0 all sectors","441 Library and filing clerks","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","441 Library and filing clerks","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","441 Library and filing clerks","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","441 Library and filing clerks","women","primary and secondary education 9-10 years (ISCED97 2)",190,150,140,130,120
"0 all sectors","441 Library and filing clerks","women","upper secondary education, 2 years or less (ISCED97 3C)",710,710,600,590,540
"0 all sectors","441 Library and filing clerks","women","upper secondary education 3 years (ISCED97 3A)",540,510,500,480,500
"0 all sectors","441 Library and filing clerks","women","post-secondary education, less than 3 years (ISCED97 4+5B)",590,560,570,580,580
"0 all sectors","441 Library and filing clerks","women","post-secondary education 3 years or more (ISCED97 5A)",610,610,630,640,680
"0 all sectors","441 Library and filing clerks","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","441 Library and filing clerks","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","primary and secondary education 9-10 years (ISCED97 2)",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","upper secondary education, 2 years or less (ISCED97 3C)",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","upper secondary education 3 years (ISCED97 3A)",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","post-secondary education, less than 3 years (ISCED97 4+5B)",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","post-secondary education 3 years or more (ISCED97 5A)",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","511 Cabin crew, guides and related workers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","511 Cabin crew, guides and related workers","men","primary and secondary education 9-10 years (ISCED97 2)",280,250,250,240,290
"0 all sectors","511 Cabin crew, guides and related workers","men","upper secondary education, 2 years or less (ISCED97 3C)",610,570,590,570,640
"0 all sectors","511 Cabin crew, guides and related workers","men","upper secondary education 3 years (ISCED97 3A)",820,760,1000,990,1300
"0 all sectors","511 Cabin crew, guides and related workers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",550,580,640,590,..
"0 all sectors","511 Cabin crew, guides and related workers","men","post-secondary education 3 years or more (ISCED97 5A)",..,420,470,480,570
"0 all sectors","511 Cabin crew, guides and related workers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","511 Cabin crew, guides and related workers","men","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","511 Cabin crew, guides and related workers","women","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","511 Cabin crew, guides and related workers","women","primary and secondary education 9-10 years (ISCED97 2)",..,160,180,170,..
"0 all sectors","511 Cabin crew, guides and related workers","women","upper secondary education, 2 years or less (ISCED97 3C)",630,540,720,620,710
"0 all sectors","511 Cabin crew, guides and related workers","women","upper secondary education 3 years (ISCED97 3A)",1100,1200,1600,1500,1900
"0 all sectors","511 Cabin crew, guides and related workers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",740,780,..,..,..
"0 all sectors","511 Cabin crew, guides and related workers","women","post-secondary education 3 years or more (ISCED97 5A)",530,390,590,530,620
"0 all sectors","511 Cabin crew, guides and related workers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","511 Cabin crew, guides and related workers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","512 Cooks and cold-buffet managers","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
"0 all sectors","512 Cooks and cold-buffet managers","men","primary and secondary education 9-10 years (ISCED97 2)",..,..,710,..,..
"0 all sectors","512 Cooks and cold-buffet managers","men","upper secondary education, 2 years or less (ISCED97 3C)",3100,4000,4000,4100,5100
"0 all sectors","512 Cooks and cold-buffet managers","men","upper secondary education 3 years (ISCED97 3A)",6600,7600,5700,..,8100
"0 all sectors","512 Cooks and cold-buffet managers","men","post-secondary education, less than 3 years (ISCED97 4+5B)",1200,..,1100,..,..
"0 all sectors","512 Cooks and cold-buffet managers","men","post-secondary education 3 years or more (ISCED97 5A)",..,..,600,510,..
"0 all sectors","512 Cooks and cold-buffet managers","men","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","512 Cooks and cold-buffet managers","men","no information about level of educational attainment",..,..,..,310,..
"0 all sectors","512 Cooks and cold-buffet managers","women","primary and secondary education less than 9 years (ISCED97 1)",260,..,..,..,..
"0 all sectors","512 Cooks and cold-buffet managers","women","primary and secondary education 9-10 years (ISCED97 2)",1200,..,..,..,..
"0 all sectors","512 Cooks and cold-buffet managers","women","upper secondary education, 2 years or less (ISCED97 3C)",8000,8400,8300,8800,7500
"0 all sectors","512 Cooks and cold-buffet managers","women","upper secondary education 3 years (ISCED97 3A)",6500,7800,8400,8900,9000
"0 all sectors","512 Cooks and cold-buffet managers","women","post-secondary education, less than 3 years (ISCED97 4+5B)",1200,1500,1400,..,..
"0 all sectors","512 Cooks and cold-buffet managers","women","post-secondary education 3 years or more (ISCED97 5A)",480,630,690,790,930
"0 all sectors","512 Cooks and cold-buffet managers","women","post-graduate education (ISCED97 6)",..,..,..,..,..
"0 all sectors","512 Cooks and cold-buffet managers","women","no information about level of educational attainment",..,..,..,..,..
"0 all sectors","513 Waiters and bartenders","men","primary and secondary education less than 9 years (ISCED97 1)",..,..,..,..,..
