"region","occupation (SSYK 2012)","age","sex","2017"
"SE08 Upper Norrland","138 Forestry and agricultural production managers","60-64 years","women",0
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","16-24 years","men",0
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","16-24 years","women",0
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","25-29 years","men",0
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","25-29 years","women",1
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","30-34 years","men",5
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","30-34 years","women",4
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","35-39 years","men",20
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","35-39 years","women",28
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","40-44 years","men",33
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","40-44 years","women",64
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","45-49 years","men",50
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","45-49 years","women",78
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","50-54 years","men",32
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","50-54 years","women",73
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","55-59 years","men",35
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","55-59 years","women",71
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","60-64 years","men",40
"SE08 Upper Norrland","141 Primary and secondary schools and adult education managers","60-64 years","women",63
"SE08 Upper Norrland","142 Preschool managers","16-24 years","men",0
"SE08 Upper Norrland","142 Preschool managers","16-24 years","women",0
"SE08 Upper Norrland","142 Preschool managers","25-29 years","men",0
"SE08 Upper Norrland","142 Preschool managers","25-29 years","women",0
"SE08 Upper Norrland","142 Preschool managers","30-34 years","men",0
"SE08 Upper Norrland","142 Preschool managers","30-34 years","women",3
"SE08 Upper Norrland","142 Preschool managers","35-39 years","men",0
"SE08 Upper Norrland","142 Preschool managers","35-39 years","women",12
"SE08 Upper Norrland","142 Preschool managers","40-44 years","men",1
"SE08 Upper Norrland","142 Preschool managers","40-44 years","women",31
"SE08 Upper Norrland","142 Preschool managers","45-49 years","men",0
"SE08 Upper Norrland","142 Preschool managers","45-49 years","women",31
"SE08 Upper Norrland","142 Preschool managers","50-54 years","men",2
"SE08 Upper Norrland","142 Preschool managers","50-54 years","women",34
"SE08 Upper Norrland","142 Preschool managers","55-59 years","men",1
"SE08 Upper Norrland","142 Preschool managers","55-59 years","women",27
"SE08 Upper Norrland","142 Preschool managers","60-64 years","men",5
"SE08 Upper Norrland","142 Preschool managers","60-64 years","women",31
"SE08 Upper Norrland","149 Education managers not elsewhere classified","16-24 years","men",0
"SE08 Upper Norrland","149 Education managers not elsewhere classified","16-24 years","women",0
"SE08 Upper Norrland","149 Education managers not elsewhere classified","25-29 years","men",0
"SE08 Upper Norrland","149 Education managers not elsewhere classified","25-29 years","women",2
"SE08 Upper Norrland","149 Education managers not elsewhere classified","30-34 years","men",1
"SE08 Upper Norrland","149 Education managers not elsewhere classified","30-34 years","women",1
"SE08 Upper Norrland","149 Education managers not elsewhere classified","35-39 years","men",4
"SE08 Upper Norrland","149 Education managers not elsewhere classified","35-39 years","women",3
"SE08 Upper Norrland","149 Education managers not elsewhere classified","40-44 years","men",9
"SE08 Upper Norrland","149 Education managers not elsewhere classified","40-44 years","women",6
"SE08 Upper Norrland","149 Education managers not elsewhere classified","45-49 years","men",4
"SE08 Upper Norrland","149 Education managers not elsewhere classified","45-49 years","women",4
"SE08 Upper Norrland","149 Education managers not elsewhere classified","50-54 years","men",10
"SE08 Upper Norrland","149 Education managers not elsewhere classified","50-54 years","women",7
"SE08 Upper Norrland","149 Education managers not elsewhere classified","55-59 years","men",4
"SE08 Upper Norrland","149 Education managers not elsewhere classified","55-59 years","women",4
"SE08 Upper Norrland","149 Education managers not elsewhere classified","60-64 years","men",5
"SE08 Upper Norrland","149 Education managers not elsewhere classified","60-64 years","women",3
"SE08 Upper Norrland","151 Health care managers","16-24 years","men",0
"SE08 Upper Norrland","151 Health care managers","16-24 years","women",0
"SE08 Upper Norrland","151 Health care managers","25-29 years","men",0
"SE08 Upper Norrland","151 Health care managers","25-29 years","women",6
"SE08 Upper Norrland","151 Health care managers","30-34 years","men",7
"SE08 Upper Norrland","151 Health care managers","30-34 years","women",14
"SE08 Upper Norrland","151 Health care managers","35-39 years","men",10
"SE08 Upper Norrland","151 Health care managers","35-39 years","women",36
"SE08 Upper Norrland","151 Health care managers","40-44 years","men",19
"SE08 Upper Norrland","151 Health care managers","40-44 years","women",70
"SE08 Upper Norrland","151 Health care managers","45-49 years","men",26
"SE08 Upper Norrland","151 Health care managers","45-49 years","women",101
"SE08 Upper Norrland","151 Health care managers","50-54 years","men",23
"SE08 Upper Norrland","151 Health care managers","50-54 years","women",130
"SE08 Upper Norrland","151 Health care managers","55-59 years","men",24
"SE08 Upper Norrland","151 Health care managers","55-59 years","women",133
"SE08 Upper Norrland","151 Health care managers","60-64 years","men",25
"SE08 Upper Norrland","151 Health care managers","60-64 years","women",106
"SE08 Upper Norrland","152 Managers in social and curative care","16-24 years","men",0
"SE08 Upper Norrland","152 Managers in social and curative care","16-24 years","women",0
"SE08 Upper Norrland","152 Managers in social and curative care","25-29 years","men",1
"SE08 Upper Norrland","152 Managers in social and curative care","25-29 years","women",4
"SE08 Upper Norrland","152 Managers in social and curative care","30-34 years","men",2
"SE08 Upper Norrland","152 Managers in social and curative care","30-34 years","women",12
"SE08 Upper Norrland","152 Managers in social and curative care","35-39 years","men",4
"SE08 Upper Norrland","152 Managers in social and curative care","35-39 years","women",18
"SE08 Upper Norrland","152 Managers in social and curative care","40-44 years","men",8
"SE08 Upper Norrland","152 Managers in social and curative care","40-44 years","women",21
"SE08 Upper Norrland","152 Managers in social and curative care","45-49 years","men",10
"SE08 Upper Norrland","152 Managers in social and curative care","45-49 years","women",28
"SE08 Upper Norrland","152 Managers in social and curative care","50-54 years","men",8
"SE08 Upper Norrland","152 Managers in social and curative care","50-54 years","women",23
"SE08 Upper Norrland","152 Managers in social and curative care","55-59 years","men",10
"SE08 Upper Norrland","152 Managers in social and curative care","55-59 years","women",22
"SE08 Upper Norrland","152 Managers in social and curative care","60-64 years","men",14
"SE08 Upper Norrland","152 Managers in social and curative care","60-64 years","women",19
"SE08 Upper Norrland","153 Elderly care managers","16-24 years","men",0
"SE08 Upper Norrland","153 Elderly care managers","16-24 years","women",8
"SE08 Upper Norrland","153 Elderly care managers","25-29 years","men",8
"SE08 Upper Norrland","153 Elderly care managers","25-29 years","women",57
"SE08 Upper Norrland","153 Elderly care managers","30-34 years","men",21
"SE08 Upper Norrland","153 Elderly care managers","30-34 years","women",68
"SE08 Upper Norrland","153 Elderly care managers","35-39 years","men",15
"SE08 Upper Norrland","153 Elderly care managers","35-39 years","women",54
"SE08 Upper Norrland","153 Elderly care managers","40-44 years","men",12
"SE08 Upper Norrland","153 Elderly care managers","40-44 years","women",103
"SE08 Upper Norrland","153 Elderly care managers","45-49 years","men",20
"SE08 Upper Norrland","153 Elderly care managers","45-49 years","women",114
"SE08 Upper Norrland","153 Elderly care managers","50-54 years","men",12
"SE08 Upper Norrland","153 Elderly care managers","50-54 years","women",114
"SE08 Upper Norrland","153 Elderly care managers","55-59 years","men",8
"SE08 Upper Norrland","153 Elderly care managers","55-59 years","women",119
"SE08 Upper Norrland","153 Elderly care managers","60-64 years","men",12
"SE08 Upper Norrland","153 Elderly care managers","60-64 years","women",74
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","16-24 years","men",0
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","16-24 years","women",0
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","25-29 years","men",0
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","25-29 years","women",0
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","30-34 years","men",1
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","30-34 years","women",0
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","35-39 years","men",0
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","35-39 years","women",0
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","40-44 years","men",1
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","40-44 years","women",0
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","45-49 years","men",1
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","45-49 years","women",2
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","50-54 years","men",7
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","50-54 years","women",1
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","55-59 years","men",4
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","55-59 years","women",4
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","60-64 years","men",9
"SE08 Upper Norrland","154 Managers and leaders within religious bodies","60-64 years","women",1
"SE08 Upper Norrland","159 Other social services managers","16-24 years","men",0
"SE08 Upper Norrland","159 Other social services managers","16-24 years","women",1
"SE08 Upper Norrland","159 Other social services managers","25-29 years","men",10
"SE08 Upper Norrland","159 Other social services managers","25-29 years","women",7
"SE08 Upper Norrland","159 Other social services managers","30-34 years","men",21
"SE08 Upper Norrland","159 Other social services managers","30-34 years","women",31
"SE08 Upper Norrland","159 Other social services managers","35-39 years","men",51
"SE08 Upper Norrland","159 Other social services managers","35-39 years","women",62
"SE08 Upper Norrland","159 Other social services managers","40-44 years","men",86
"SE08 Upper Norrland","159 Other social services managers","40-44 years","women",86
"SE08 Upper Norrland","159 Other social services managers","45-49 years","men",106
"SE08 Upper Norrland","159 Other social services managers","45-49 years","women",105
"SE08 Upper Norrland","159 Other social services managers","50-54 years","men",123
"SE08 Upper Norrland","159 Other social services managers","50-54 years","women",100
"SE08 Upper Norrland","159 Other social services managers","55-59 years","men",89
"SE08 Upper Norrland","159 Other social services managers","55-59 years","women",90
"SE08 Upper Norrland","159 Other social services managers","60-64 years","men",77
"SE08 Upper Norrland","159 Other social services managers","60-64 years","women",58
"SE08 Upper Norrland","161 Financial and insurance managers","16-24 years","men",0
"SE08 Upper Norrland","161 Financial and insurance managers","16-24 years","women",0
"SE08 Upper Norrland","161 Financial and insurance managers","25-29 years","men",2
"SE08 Upper Norrland","161 Financial and insurance managers","25-29 years","women",0
"SE08 Upper Norrland","161 Financial and insurance managers","30-34 years","men",4
"SE08 Upper Norrland","161 Financial and insurance managers","30-34 years","women",3
"SE08 Upper Norrland","161 Financial and insurance managers","35-39 years","men",16
"SE08 Upper Norrland","161 Financial and insurance managers","35-39 years","women",9
"SE08 Upper Norrland","161 Financial and insurance managers","40-44 years","men",23
"SE08 Upper Norrland","161 Financial and insurance managers","40-44 years","women",9
"SE08 Upper Norrland","161 Financial and insurance managers","45-49 years","men",23
"SE08 Upper Norrland","161 Financial and insurance managers","45-49 years","women",14
"SE08 Upper Norrland","161 Financial and insurance managers","50-54 years","men",24
"SE08 Upper Norrland","161 Financial and insurance managers","50-54 years","women",16
"SE08 Upper Norrland","161 Financial and insurance managers","55-59 years","men",14
"SE08 Upper Norrland","161 Financial and insurance managers","55-59 years","women",11
"SE08 Upper Norrland","161 Financial and insurance managers","60-64 years","men",14
"SE08 Upper Norrland","161 Financial and insurance managers","60-64 years","women",4
"SE08 Upper Norrland","171 Hotel and conference managers","16-24 years","men",1
"SE08 Upper Norrland","171 Hotel and conference managers","16-24 years","women",0
"SE08 Upper Norrland","171 Hotel and conference managers","25-29 years","men",1
"SE08 Upper Norrland","171 Hotel and conference managers","25-29 years","women",4
"SE08 Upper Norrland","171 Hotel and conference managers","30-34 years","men",5
"SE08 Upper Norrland","171 Hotel and conference managers","30-34 years","women",10
"SE08 Upper Norrland","171 Hotel and conference managers","35-39 years","men",6
"SE08 Upper Norrland","171 Hotel and conference managers","35-39 years","women",8
"SE08 Upper Norrland","171 Hotel and conference managers","40-44 years","men",5
"SE08 Upper Norrland","171 Hotel and conference managers","40-44 years","women",10
"SE08 Upper Norrland","171 Hotel and conference managers","45-49 years","men",6
"SE08 Upper Norrland","171 Hotel and conference managers","45-49 years","women",10
"SE08 Upper Norrland","171 Hotel and conference managers","50-54 years","men",3
"SE08 Upper Norrland","171 Hotel and conference managers","50-54 years","women",10
"SE08 Upper Norrland","171 Hotel and conference managers","55-59 years","men",4
"SE08 Upper Norrland","171 Hotel and conference managers","55-59 years","women",4
"SE08 Upper Norrland","171 Hotel and conference managers","60-64 years","men",4
"SE08 Upper Norrland","171 Hotel and conference managers","60-64 years","women",4
"SE08 Upper Norrland","172 Restaurant managers","16-24 years","men",10
"SE08 Upper Norrland","172 Restaurant managers","16-24 years","women",9
"SE08 Upper Norrland","172 Restaurant managers","25-29 years","men",22
"SE08 Upper Norrland","172 Restaurant managers","25-29 years","women",26
"SE08 Upper Norrland","172 Restaurant managers","30-34 years","men",22
"SE08 Upper Norrland","172 Restaurant managers","30-34 years","women",28
"SE08 Upper Norrland","172 Restaurant managers","35-39 years","men",32
"SE08 Upper Norrland","172 Restaurant managers","35-39 years","women",24
"SE08 Upper Norrland","172 Restaurant managers","40-44 years","men",33
"SE08 Upper Norrland","172 Restaurant managers","40-44 years","women",11
"SE08 Upper Norrland","172 Restaurant managers","45-49 years","men",28
"SE08 Upper Norrland","172 Restaurant managers","45-49 years","women",13
"SE08 Upper Norrland","172 Restaurant managers","50-54 years","men",27
"SE08 Upper Norrland","172 Restaurant managers","50-54 years","women",14
"SE08 Upper Norrland","172 Restaurant managers","55-59 years","men",15
"SE08 Upper Norrland","172 Restaurant managers","55-59 years","women",13
"SE08 Upper Norrland","172 Restaurant managers","60-64 years","men",16
"SE08 Upper Norrland","172 Restaurant managers","60-64 years","women",9
"SE08 Upper Norrland","173 Retail and wholesale trade managers","16-24 years","men",0
"SE08 Upper Norrland","173 Retail and wholesale trade managers","16-24 years","women",3
"SE08 Upper Norrland","173 Retail and wholesale trade managers","25-29 years","men",13
"SE08 Upper Norrland","173 Retail and wholesale trade managers","25-29 years","women",17
"SE08 Upper Norrland","173 Retail and wholesale trade managers","30-34 years","men",24
"SE08 Upper Norrland","173 Retail and wholesale trade managers","30-34 years","women",10
"SE08 Upper Norrland","173 Retail and wholesale trade managers","35-39 years","men",35
"SE08 Upper Norrland","173 Retail and wholesale trade managers","35-39 years","women",21
"SE08 Upper Norrland","173 Retail and wholesale trade managers","40-44 years","men",57
"SE08 Upper Norrland","173 Retail and wholesale trade managers","40-44 years","women",24
"SE08 Upper Norrland","173 Retail and wholesale trade managers","45-49 years","men",67
"SE08 Upper Norrland","173 Retail and wholesale trade managers","45-49 years","women",32
"SE08 Upper Norrland","173 Retail and wholesale trade managers","50-54 years","men",74
"SE08 Upper Norrland","173 Retail and wholesale trade managers","50-54 years","women",34
"SE08 Upper Norrland","173 Retail and wholesale trade managers","55-59 years","men",60
"SE08 Upper Norrland","173 Retail and wholesale trade managers","55-59 years","women",20
"SE08 Upper Norrland","173 Retail and wholesale trade managers","60-64 years","men",38
"SE08 Upper Norrland","173 Retail and wholesale trade managers","60-64 years","women",16
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","16-24 years","men",0
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","16-24 years","women",2
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","25-29 years","men",0
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","25-29 years","women",1
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","30-34 years","men",3
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","30-34 years","women",6
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","35-39 years","men",4
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","35-39 years","women",7
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","40-44 years","men",3
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","40-44 years","women",4
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","45-49 years","men",4
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","45-49 years","women",8
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","50-54 years","men",6
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","50-54 years","women",1
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","55-59 years","men",7
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","55-59 years","women",5
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","60-64 years","men",6
"SE08 Upper Norrland","174 Sports, leisure and wellness managers","60-64 years","women",0
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","16-24 years","men",1
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","16-24 years","women",0
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","25-29 years","men",6
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","25-29 years","women",6
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","30-34 years","men",25
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","30-34 years","women",13
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","35-39 years","men",38
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","35-39 years","women",16
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","40-44 years","men",39
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","40-44 years","women",13
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","45-49 years","men",63
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","45-49 years","women",23
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","50-54 years","men",66
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","50-54 years","women",28
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","55-59 years","men",50
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","55-59 years","women",21
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","60-64 years","men",30
"SE08 Upper Norrland","179 Other services managers not elsewhere classified","60-64 years","women",10
"SE08 Upper Norrland","211 Physicists and chemists","16-24 years","men",3
"SE08 Upper Norrland","211 Physicists and chemists","16-24 years","women",3
"SE08 Upper Norrland","211 Physicists and chemists","25-29 years","men",36
"SE08 Upper Norrland","211 Physicists and chemists","25-29 years","women",21
"SE08 Upper Norrland","211 Physicists and chemists","30-34 years","men",50
"SE08 Upper Norrland","211 Physicists and chemists","30-34 years","women",34
"SE08 Upper Norrland","211 Physicists and chemists","35-39 years","men",44
"SE08 Upper Norrland","211 Physicists and chemists","35-39 years","women",34
"SE08 Upper Norrland","211 Physicists and chemists","40-44 years","men",46
"SE08 Upper Norrland","211 Physicists and chemists","40-44 years","women",30
"SE08 Upper Norrland","211 Physicists and chemists","45-49 years","men",43
"SE08 Upper Norrland","211 Physicists and chemists","45-49 years","women",17
"SE08 Upper Norrland","211 Physicists and chemists","50-54 years","men",29
"SE08 Upper Norrland","211 Physicists and chemists","50-54 years","women",15
"SE08 Upper Norrland","211 Physicists and chemists","55-59 years","men",24
"SE08 Upper Norrland","211 Physicists and chemists","55-59 years","women",7
"SE08 Upper Norrland","211 Physicists and chemists","60-64 years","men",24
"SE08 Upper Norrland","211 Physicists and chemists","60-64 years","women",5
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","16-24 years","men",0
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","16-24 years","women",0
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","25-29 years","men",1
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","25-29 years","women",0
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","30-34 years","men",1
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","30-34 years","women",0
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","35-39 years","men",1
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","35-39 years","women",1
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","40-44 years","men",1
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","40-44 years","women",2
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","45-49 years","men",1
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","45-49 years","women",1
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","50-54 years","men",5
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","50-54 years","women",2
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","55-59 years","men",1
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","55-59 years","women",0
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","60-64 years","men",0
"SE08 Upper Norrland","212 Mathematicians, actuaries and statisticians","60-64 years","women",0
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","16-24 years","men",2
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","16-24 years","women",1
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","25-29 years","men",17
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","25-29 years","women",15
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","30-34 years","men",43
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","30-34 years","women",17
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","35-39 years","men",42
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","35-39 years","women",37
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","40-44 years","men",33
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","40-44 years","women",25
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","45-49 years","men",43
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","45-49 years","women",16
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","50-54 years","men",44
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","50-54 years","women",19
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","55-59 years","men",64
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","55-59 years","women",14
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","60-64 years","men",50
"SE08 Upper Norrland","213 Biologists, pharmacologists and specialists in agriculture and forestry","60-64 years","women",12
"SE08 Upper Norrland","214 Engineering professionals","16-24 years","men",14
"SE08 Upper Norrland","214 Engineering professionals","16-24 years","women",4
"SE08 Upper Norrland","214 Engineering professionals","25-29 years","men",243
"SE08 Upper Norrland","214 Engineering professionals","25-29 years","women",92
"SE08 Upper Norrland","214 Engineering professionals","30-34 years","men",339
"SE08 Upper Norrland","214 Engineering professionals","30-34 years","women",143
"SE08 Upper Norrland","214 Engineering professionals","35-39 years","men",420
"SE08 Upper Norrland","214 Engineering professionals","35-39 years","women",136
"SE08 Upper Norrland","214 Engineering professionals","40-44 years","men",407
"SE08 Upper Norrland","214 Engineering professionals","40-44 years","women",123
"SE08 Upper Norrland","214 Engineering professionals","45-49 years","men",404
"SE08 Upper Norrland","214 Engineering professionals","45-49 years","women",109
"SE08 Upper Norrland","214 Engineering professionals","50-54 years","men",425
"SE08 Upper Norrland","214 Engineering professionals","50-54 years","women",62
"SE08 Upper Norrland","214 Engineering professionals","55-59 years","men",273
"SE08 Upper Norrland","214 Engineering professionals","55-59 years","women",36
"SE08 Upper Norrland","214 Engineering professionals","60-64 years","men",213
"SE08 Upper Norrland","214 Engineering professionals","60-64 years","women",18
"SE08 Upper Norrland","216 Architects and surveyors","16-24 years","men",2
"SE08 Upper Norrland","216 Architects and surveyors","16-24 years","women",4
"SE08 Upper Norrland","216 Architects and surveyors","25-29 years","men",20
"SE08 Upper Norrland","216 Architects and surveyors","25-29 years","women",25
"SE08 Upper Norrland","216 Architects and surveyors","30-34 years","men",27
"SE08 Upper Norrland","216 Architects and surveyors","30-34 years","women",41
"SE08 Upper Norrland","216 Architects and surveyors","35-39 years","men",33
"SE08 Upper Norrland","216 Architects and surveyors","35-39 years","women",39
"SE08 Upper Norrland","216 Architects and surveyors","40-44 years","men",25
"SE08 Upper Norrland","216 Architects and surveyors","40-44 years","women",39
"SE08 Upper Norrland","216 Architects and surveyors","45-49 years","men",18
"SE08 Upper Norrland","216 Architects and surveyors","45-49 years","women",19
"SE08 Upper Norrland","216 Architects and surveyors","50-54 years","men",19
"SE08 Upper Norrland","216 Architects and surveyors","50-54 years","women",14
"SE08 Upper Norrland","216 Architects and surveyors","55-59 years","men",21
"SE08 Upper Norrland","216 Architects and surveyors","55-59 years","women",20
"SE08 Upper Norrland","216 Architects and surveyors","60-64 years","men",21
"SE08 Upper Norrland","216 Architects and surveyors","60-64 years","women",16
"SE08 Upper Norrland","217 Designers","16-24 years","men",6
"SE08 Upper Norrland","217 Designers","16-24 years","women",5
"SE08 Upper Norrland","217 Designers","25-29 years","men",19
"SE08 Upper Norrland","217 Designers","25-29 years","women",22
"SE08 Upper Norrland","217 Designers","30-34 years","men",30
"SE08 Upper Norrland","217 Designers","30-34 years","women",18
"SE08 Upper Norrland","217 Designers","35-39 years","men",37
"SE08 Upper Norrland","217 Designers","35-39 years","women",21
"SE08 Upper Norrland","217 Designers","40-44 years","men",31
"SE08 Upper Norrland","217 Designers","40-44 years","women",16
"SE08 Upper Norrland","217 Designers","45-49 years","men",21
"SE08 Upper Norrland","217 Designers","45-49 years","women",18
"SE08 Upper Norrland","217 Designers","50-54 years","men",16
"SE08 Upper Norrland","217 Designers","50-54 years","women",14
"SE08 Upper Norrland","217 Designers","55-59 years","men",13
"SE08 Upper Norrland","217 Designers","55-59 years","women",11
"SE08 Upper Norrland","217 Designers","60-64 years","men",6
"SE08 Upper Norrland","217 Designers","60-64 years","women",5
"SE08 Upper Norrland","218 Specialists within environmental and health protection","16-24 years","men",2
"SE08 Upper Norrland","218 Specialists within environmental and health protection","16-24 years","women",3
"SE08 Upper Norrland","218 Specialists within environmental and health protection","25-29 years","men",8
"SE08 Upper Norrland","218 Specialists within environmental and health protection","25-29 years","women",38
"SE08 Upper Norrland","218 Specialists within environmental and health protection","30-34 years","men",20
"SE08 Upper Norrland","218 Specialists within environmental and health protection","30-34 years","women",48
"SE08 Upper Norrland","218 Specialists within environmental and health protection","35-39 years","men",28
"SE08 Upper Norrland","218 Specialists within environmental and health protection","35-39 years","women",64
"SE08 Upper Norrland","218 Specialists within environmental and health protection","40-44 years","men",29
"SE08 Upper Norrland","218 Specialists within environmental and health protection","40-44 years","women",53
"SE08 Upper Norrland","218 Specialists within environmental and health protection","45-49 years","men",28
"SE08 Upper Norrland","218 Specialists within environmental and health protection","45-49 years","women",28
"SE08 Upper Norrland","218 Specialists within environmental and health protection","50-54 years","men",33
"SE08 Upper Norrland","218 Specialists within environmental and health protection","50-54 years","women",22
"SE08 Upper Norrland","218 Specialists within environmental and health protection","55-59 years","men",20
"SE08 Upper Norrland","218 Specialists within environmental and health protection","55-59 years","women",23
"SE08 Upper Norrland","218 Specialists within environmental and health protection","60-64 years","men",23
"SE08 Upper Norrland","218 Specialists within environmental and health protection","60-64 years","women",7
"SE08 Upper Norrland","221 Medical doctors","16-24 years","men",2
"SE08 Upper Norrland","221 Medical doctors","16-24 years","women",0
"SE08 Upper Norrland","221 Medical doctors","25-29 years","men",104
"SE08 Upper Norrland","221 Medical doctors","25-29 years","women",120
"SE08 Upper Norrland","221 Medical doctors","30-34 years","men",164
"SE08 Upper Norrland","221 Medical doctors","30-34 years","women",236
"SE08 Upper Norrland","221 Medical doctors","35-39 years","men",189
"SE08 Upper Norrland","221 Medical doctors","35-39 years","women",243
