"region","sector","occuptional  (SSYK 2012)","sex","2014","2015","2016","2017","2018"
"SE23 West Sweden","1-3 public sector","315 Ship and aircraft controllers and technicians","women",58500,64100,62500,61700,64500
"SE23 West Sweden","1-3 public sector","321 Medical and pharmaceutical technicians","men",29100,29700,30100,30900,31600
"SE23 West Sweden","1-3 public sector","321 Medical and pharmaceutical technicians","women",29000,29800,30200,31000,31700
"SE23 West Sweden","1-3 public sector","323 Complementary medicine therapists and associate professionals","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","323 Complementary medicine therapists and associate professionals","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","324 Veterinary assistants","men",29000,29200,29800,30100,30000
"SE23 West Sweden","1-3 public sector","324 Veterinary assistants","women",..,..,25800,26100,27200
"SE23 West Sweden","1-3 public sector","325 Dental hygienists","men",26900,27500,28800,27300,29000
"SE23 West Sweden","1-3 public sector","325 Dental hygienists","women",27600,28400,29200,30600,31600
"SE23 West Sweden","1-3 public sector","331 Financial and accounting associate professionals","men",29800,30200,29900,30600,31000
"SE23 West Sweden","1-3 public sector","331 Financial and accounting associate professionals","women",29100,29700,30000,30800,31600
"SE23 West Sweden","1-3 public sector","332 Insurance advisers, sales and purchasing agents","men",36100,36400,37700,37700,39900
"SE23 West Sweden","1-3 public sector","332 Insurance advisers, sales and purchasing agents","women",32700,33500,35300,36600,37800
"SE23 West Sweden","1-3 public sector","333 Business services agents","men",28700,28900,29500,30400,31500
"SE23 West Sweden","1-3 public sector","333 Business services agents","women",28600,28900,29600,30700,31300
"SE23 West Sweden","1-3 public sector","334 Administrative and specialized secretaries","men",30700,27800,29400,28900,30900
"SE23 West Sweden","1-3 public sector","334 Administrative and specialized secretaries","women",26200,26700,27800,28200,29700
"SE23 West Sweden","1-3 public sector","335 Tax and related government associate professionals","men",31100,32500,32100,33500,34100
"SE23 West Sweden","1-3 public sector","335 Tax and related government associate professionals","women",27800,28700,29100,29900,30900
"SE23 West Sweden","1-3 public sector","336 Police officers ","men",33000,33200,33800,34200,36200
"SE23 West Sweden","1-3 public sector","336 Police officers ","women",31600,31700,32500,33100,34900
"SE23 West Sweden","1-3 public sector","341 Social work and religious associate professionals","men",27700,28400,29200,30100,30800
"SE23 West Sweden","1-3 public sector","341 Social work and religious associate professionals","women",27800,28500,29400,30400,31100
"SE23 West Sweden","1-3 public sector","342 Athletes, fitness instructors and recreational workers","men",24800,25100,25600,26300,26800
"SE23 West Sweden","1-3 public sector","342 Athletes, fitness instructors and recreational workers","women",25200,25700,26200,27000,27500
"SE23 West Sweden","1-3 public sector","343 Photographers, interior decorators and entertainers","men",29600,30200,31000,32500,35000
"SE23 West Sweden","1-3 public sector","343 Photographers, interior decorators and entertainers","women",29000,29700,29900,30100,32600
"SE23 West Sweden","1-3 public sector","344 Driving instructors and other instructors","men",25900,27700,28900,29600,31100
"SE23 West Sweden","1-3 public sector","344 Driving instructors and other instructors","women",..,..,26300,30500,33200
"SE23 West Sweden","1-3 public sector","345 Culinary associate professionals","men",28100,29300,29500,29700,31500
"SE23 West Sweden","1-3 public sector","345 Culinary associate professionals","women",29800,30200,30900,32400,32600
"SE23 West Sweden","1-3 public sector","351 ICT operations and user support technicians","men",29800,30200,31600,32500,33000
"SE23 West Sweden","1-3 public sector","351 ICT operations and user support technicians","women",29000,30000,30700,31300,32400
"SE23 West Sweden","1-3 public sector","352 Broadcasting and audio-visual technicians","men",31100,30000,29500,29400,31500
"SE23 West Sweden","1-3 public sector","352 Broadcasting and audio-visual technicians","women",29100,29400,..,28900,..
"SE23 West Sweden","1-3 public sector","411 Office assistants and other secretaries","men",26000,26200,27000,27900,28300
"SE23 West Sweden","1-3 public sector","411 Office assistants and other secretaries","women",25200,25900,26500,27200,27900
"SE23 West Sweden","1-3 public sector","421 Croupiers, debt collectors and related workers","men",27800,27500,26200,29100,29200
"SE23 West Sweden","1-3 public sector","421 Croupiers, debt collectors and related workers","women",27600,27200,26200,28200,28800
"SE23 West Sweden","1-3 public sector","422 Client information clerks","men",24500,24900,26500,27500,28400
"SE23 West Sweden","1-3 public sector","422 Client information clerks","women",23800,24400,25700,26500,26600
"SE23 West Sweden","1-3 public sector","432 Stores and transport clerks","men",26300,26700,27400,28100,28600
"SE23 West Sweden","1-3 public sector","432 Stores and transport clerks","women",27100,27500,28100,28100,27700
"SE23 West Sweden","1-3 public sector","441 Library and filing clerks","men",23400,23800,25100,25500,26200
"SE23 West Sweden","1-3 public sector","441 Library and filing clerks","women",23200,23800,24500,24900,25600
"SE23 West Sweden","1-3 public sector","442 Postmen and postal facility workers","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","442 Postmen and postal facility workers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","443 Elected representatives","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","443 Elected representatives","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","511 Cabin crew, guides and related workers","men",25200,25500,25700,26700,27200
"SE23 West Sweden","1-3 public sector","511 Cabin crew, guides and related workers","women",..,..,..,25000,25900
"SE23 West Sweden","1-3 public sector","512 Cooks and cold-buffet managers","men",24200,25000,25500,26200,26900
"SE23 West Sweden","1-3 public sector","512 Cooks and cold-buffet managers","women",24100,24800,25400,26000,26600
"SE23 West Sweden","1-3 public sector","513 Waiters and bartenders","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","513 Waiters and bartenders","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","514 Hairdressers, beauty and body therapists","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","514 Hairdressers, beauty and body therapists","women",25100,25300,25600,26600,27300
"SE23 West Sweden","1-3 public sector","515 Building caretakers and related workers","men",24400,25000,25500,26200,26700
"SE23 West Sweden","1-3 public sector","515 Building caretakers and related workers","women",23700,24300,25000,25300,25700
"SE23 West Sweden","1-3 public sector","516 Other service related workers","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","516 Other service related workers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","522 Shop staff","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","522 Shop staff","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","523 Cashiers and related clerks","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","523 Cashiers and related clerks","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","524 Event seller and telemarketers","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","524 Event seller and telemarketers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","531 Child care workers and teachers aides","men",21100,21700,22300,23100,23800
"SE23 West Sweden","1-3 public sector","531 Child care workers and teachers aides","women",21900,22400,23000,23600,24200
"SE23 West Sweden","1-3 public sector","532 Personal care workers in health services","men",25300,26100,27100,27800,28400
"SE23 West Sweden","1-3 public sector","532 Personal care workers in health services","women",25700,26400,27500,28300,28900
"SE23 West Sweden","1-3 public sector","533 Health care assistants","men",22600,23300,24100,24600,25000
"SE23 West Sweden","1-3 public sector","533 Health care assistants","women",23200,23800,24400,24800,25200
"SE23 West Sweden","1-3 public sector","534 Attendants, personal assistants and related workers","men",25300,25900,26900,27600,28200
"SE23 West Sweden","1-3 public sector","534 Attendants, personal assistants and related workers","women",25400,26100,27000,27700,28400
"SE23 West Sweden","1-3 public sector","535 Dental nurses","men",..,26200,21600,..,..
"SE23 West Sweden","1-3 public sector","535 Dental nurses","women",25300,25900,26500,27200,27600
"SE23 West Sweden","1-3 public sector","541 Other surveillance and security workers","men",27800,28700,29100,29700,30700
"SE23 West Sweden","1-3 public sector","541 Other surveillance and security workers","women",25000,25600,26000,26500,27300
"SE23 West Sweden","1-3 public sector","611 Market gardeners and crop growers","men",24700,25400,26000,26100,26800
"SE23 West Sweden","1-3 public sector","611 Market gardeners and crop growers","women",24800,25500,26200,26300,27000
"SE23 West Sweden","1-3 public sector","612 Animal breeders and keepers","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","612 Animal breeders and keepers","women",24100,24600,24200,24700,26100
"SE23 West Sweden","1-3 public sector","613 Mixed crop and animal breeders","men",26400,27000,27700,27000,27000
"SE23 West Sweden","1-3 public sector","613 Mixed crop and animal breeders","women",23700,24100,26100,26400,26500
"SE23 West Sweden","1-3 public sector","621 Forestry and related workers","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","621 Forestry and related workers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","622 Aquaculture and fishery workers","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","622 Aquaculture and fishery workers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","711 Carpenters, bricklayers and construction workers","men",26500,27400,27800,28700,29400
"SE23 West Sweden","1-3 public sector","711 Carpenters, bricklayers and construction workers","women",23500,24700,24200,25500,25100
"SE23 West Sweden","1-3 public sector","712 Roofers, floor layers, plumbers and pipefitters","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","712 Roofers, floor layers, plumbers and pipefitters","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men",26300,27700,28600,30100,30400
"SE23 West Sweden","1-3 public sector","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","721 Sheet and structural metal workers, moulders and welders, and related workers","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","721 Sheet and structural metal workers, moulders and welders, and related workers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","722 Blacksmiths, toolmakers and related trades workers","men",24900,25000,26400,27700,28900
"SE23 West Sweden","1-3 public sector","722 Blacksmiths, toolmakers and related trades workers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","723 Machinery mechanics and fitters","men",28200,28100,28700,29400,30500
"SE23 West Sweden","1-3 public sector","723 Machinery mechanics and fitters","women",27500,27200,27500,28200,28900
"SE23 West Sweden","1-3 public sector","731 Precision-instrument makers and handicraft workers","men",27600,27800,27800,28400,29600
"SE23 West Sweden","1-3 public sector","731 Precision-instrument makers and handicraft workers","women",23900,24500,23600,23600,24800
"SE23 West Sweden","1-3 public sector","732 Printing trades workers","men",..,32500,..,..,..
"SE23 West Sweden","1-3 public sector","732 Printing trades workers","women",29300,30100,29200,29900,29900
"SE23 West Sweden","1-3 public sector","741 Electrical equipment installers and repairers","men",30300,31100,31500,32900,34200
"SE23 West Sweden","1-3 public sector","741 Electrical equipment installers and repairers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","742 Electronics and telecommunications installers and repairers","men",27700,26900,30800,31500,37200
"SE23 West Sweden","1-3 public sector","742 Electronics and telecommunications installers and repairers","women",29300,28100,..,..,..
"SE23 West Sweden","1-3 public sector","752 Wood treaters, cabinet-makers and related trades workers","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","752 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","753 Tailors, upholsterers and leather craftsmen","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","753 Tailors, upholsterers and leather craftsmen","women",20300,22800,24300,..,28600
"SE23 West Sweden","1-3 public sector","761 Butchers, bakers and food processors","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","761 Butchers, bakers and food processors","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","811 Mining and mineral processing plant operators","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","811 Mining and mineral processing plant operators","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","812 Metal processing and finishing plant operators","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","812 Metal processing and finishing plant operators","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","813 Machine operators, chemical and pharmaceutical products","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","813 Machine operators, chemical and pharmaceutical products","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","814 Machine operators, rubber, plastic and paper products","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","814 Machine operators, rubber, plastic and paper products","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","815 Machine operators, textile, fur and leather products","men",22500,22700,23600,..,..
"SE23 West Sweden","1-3 public sector","815 Machine operators, textile, fur and leather products","women",23000,23300,24300,24600,25200
"SE23 West Sweden","1-3 public sector","816 Machine operators, food and related products","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","816 Machine operators, food and related products","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","817 Wood processing and papermaking plant operators","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","817 Wood processing and papermaking plant operators","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","818 Other stationary plant and machine operators","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","818 Other stationary plant and machine operators","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","819 Process control technicians","men",28900,29800,30400,31300,32200
"SE23 West Sweden","1-3 public sector","819 Process control technicians","women",27700,28600,29600,30200,30400
"SE23 West Sweden","1-3 public sector","821 Assemblers","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","821 Assemblers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","831 Train operators and related workers","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","831 Train operators and related workers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","832 Car, van and motorcycle drivers","men",24700,25200,25700,26500,27300
"SE23 West Sweden","1-3 public sector","832 Car, van and motorcycle drivers","women",23800,24700,25000,25200,26100
"SE23 West Sweden","1-3 public sector","833 Heavy truck and bus drivers","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","833 Heavy truck and bus drivers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","834 Mobile plant operators","men",31300,31300,32100,33000,33000
"SE23 West Sweden","1-3 public sector","834 Mobile plant operators","women",..,..,..,..,32600
"SE23 West Sweden","1-3 public sector","835 Ships deck crews and related workers","men",32300,33200,35000,35500,35300
"SE23 West Sweden","1-3 public sector","835 Ships deck crews and related workers","women",31400,31300,33300,34500,34300
"SE23 West Sweden","1-3 public sector","911 Cleaners and helpers","men",21300,21700,22200,22500,23100
"SE23 West Sweden","1-3 public sector","911 Cleaners and helpers","women",21900,22400,22900,23300,23700
"SE23 West Sweden","1-3 public sector","912 Washers, window cleaners and other cleaning workers","men",23400,21200,22100,23500,23400
"SE23 West Sweden","1-3 public sector","912 Washers, window cleaners and other cleaning workers","women",21800,21400,21700,23600,23800
"SE23 West Sweden","1-3 public sector","921 Berry pickers and planters","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","921 Berry pickers and planters","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","931 Construction labourers","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","931 Construction labourers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","932 Manufacturing labourers","men",25500,26100,26900,28800,30900
"SE23 West Sweden","1-3 public sector","932 Manufacturing labourers","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","933 Dockers and ground personnel","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","933 Dockers and ground personnel","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","941 Fast-food workers, food preparation assistants","men",21400,22200,23000,23500,23800
"SE23 West Sweden","1-3 public sector","941 Fast-food workers, food preparation assistants","women",21900,22400,23000,23500,24000
"SE23 West Sweden","1-3 public sector","952 Street and market vendors","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","952 Street and market vendors","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","961 Recycling collectors","men",25700,26000,26800,27100,27600
"SE23 West Sweden","1-3 public sector","961 Recycling collectors","women",24700,25600,26400,27000,27800
"SE23 West Sweden","1-3 public sector","962 Newspaper distributors, janitors and other service workers","men",24000,24600,25100,25800,26700
"SE23 West Sweden","1-3 public sector","962 Newspaper distributors, janitors and other service workers","women",23800,24400,25300,25800,26600
"SE23 West Sweden","1-3 public sector","0001 Other professions","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","0001 Other professions","women",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","0002 occupations unidentifiable","men",..,..,..,..,..
"SE23 West Sweden","1-3 public sector","0002 occupations unidentifiable","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","011 Commissioned armed forces officers","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","011 Commissioned armed forces officers","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","021 Non-commissioned armed forces officers","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","021 Non-commissioned armed forces officers","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","031 Armed forces occupations, other ranks","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","031 Armed forces occupations, other ranks","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","111 Legislators and senior officials","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","111 Legislators and senior officials","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","112 Managing directors and chief executives","men",66600,67000,74300,..,68800
"SE23 West Sweden","4-5 private sector","112 Managing directors and chief executives","women",..,..,49200,..,74500
"SE23 West Sweden","4-5 private sector","121 Finance managers","men",63200,63300,61900,64000,66100
"SE23 West Sweden","4-5 private sector","121 Finance managers","women",41600,49200,52500,51200,57700
"SE23 West Sweden","4-5 private sector","122 Human resource managers","men",46800,58900,66000,65100,71400
"SE23 West Sweden","4-5 private sector","122 Human resource managers","women",48600,51700,57600,62500,59000
"SE23 West Sweden","4-5 private sector","123 Administration and planning managers","men",55200,65600,76500,74700,78600
"SE23 West Sweden","4-5 private sector","123 Administration and planning managers","women",58100,57200,65400,68500,70600
"SE23 West Sweden","4-5 private sector","124 Information, communication and public relations managers","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","124 Information, communication and public relations managers","women",..,59700,58300,61700,53800
"SE23 West Sweden","4-5 private sector","125 Sales and marketing managers","men",55200,54900,65400,65200,66400
"SE23 West Sweden","4-5 private sector","125 Sales and marketing managers","women",46600,47800,59700,56500,54000
"SE23 West Sweden","4-5 private sector","129 Administration and service managers not elsewhere classified","men",49400,51900,53200,53400,53200
"SE23 West Sweden","4-5 private sector","129 Administration and service managers not elsewhere classified","women",43200,44500,48000,45900,45700
"SE23 West Sweden","4-5 private sector","131 Information and communications technology service managers","men",49700,51400,54900,59300,60600
"SE23 West Sweden","4-5 private sector","131 Information and communications technology service managers","women",51000,57500,56200,58700,62500
"SE23 West Sweden","4-5 private sector","132 Supply, logistics and transport managers","men",..,47500,53000,52300,56500
"SE23 West Sweden","4-5 private sector","132 Supply, logistics and transport managers","women",49300,53100,54500,55600,57400
"SE23 West Sweden","4-5 private sector","133 Research and development managers","men",61900,69100,71900,69800,73000
"SE23 West Sweden","4-5 private sector","133 Research and development managers","women",65500,68500,68300,70900,71000
"SE23 West Sweden","4-5 private sector","134 Architectural and engineering managers","men",56500,59100,59400,59900,64900
"SE23 West Sweden","4-5 private sector","134 Architectural and engineering managers","women",55400,55300,49600,..,59300
"SE23 West Sweden","4-5 private sector","135 Real estate and head of administration manager","men",47800,48900,46600,56600,..
"SE23 West Sweden","4-5 private sector","135 Real estate and head of administration manager","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","136 Production managers in construction and mining","men",48200,47700,..,52600,..
"SE23 West Sweden","4-5 private sector","136 Production managers in construction and mining","women",..,..,..,54200,..
"SE23 West Sweden","4-5 private sector","137 Production managers in manufacturing","men",45000,49800,48000,48600,51000
"SE23 West Sweden","4-5 private sector","137 Production managers in manufacturing","women",..,48600,48100,52300,54000
"SE23 West Sweden","4-5 private sector","138 Forestry and agricultural production managers","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","138 Forestry and agricultural production managers","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","141 Primary and secondary schools and adult education managers","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","141 Primary and secondary schools and adult education managers","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","142 Preschool managers","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","142 Preschool managers","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","149 Education managers not elsewhere classified","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","149 Education managers not elsewhere classified","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","151 Health care managers","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","151 Health care managers","women",36100,37100,36700,38500,46400
"SE23 West Sweden","4-5 private sector","152 Managers in social and curative care","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","152 Managers in social and curative care","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","153 Elderly care managers","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","153 Elderly care managers","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","154 Managers and leaders within religious bodies","men",50100,51600,53500,..,..
"SE23 West Sweden","4-5 private sector","154 Managers and leaders within religious bodies","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","159 Other social services managers","men",48300,50500,50500,..,..
"SE23 West Sweden","4-5 private sector","159 Other social services managers","women",41900,42200,43000,..,..
"SE23 West Sweden","4-5 private sector","161 Financial and insurance managers","men",64100,55300,63200,69900,71000
"SE23 West Sweden","4-5 private sector","161 Financial and insurance managers","women",56700,56100,57600,60500,61300
"SE23 West Sweden","4-5 private sector","171 Hotel and conference managers","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","171 Hotel and conference managers","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","172 Restaurant managers","men",32700,33000,34900,34900,37500
"SE23 West Sweden","4-5 private sector","172 Restaurant managers","women",34300,27600,31300,29400,33300
"SE23 West Sweden","4-5 private sector","173 Retail and wholesale trade managers","men",37800,39200,41300,..,..
"SE23 West Sweden","4-5 private sector","173 Retail and wholesale trade managers","women",38100,40000,43700,44100,36600
"SE23 West Sweden","4-5 private sector","174 Sports, leisure and wellness managers","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","174 Sports, leisure and wellness managers","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","179 Other services managers not elsewhere classified","men",40000,38400,44200,45300,46200
"SE23 West Sweden","4-5 private sector","179 Other services managers not elsewhere classified","women",35500,43600,40000,39100,39800
"SE23 West Sweden","4-5 private sector","211 Physicists and chemists","men",48400,49900,51800,51200,50300
"SE23 West Sweden","4-5 private sector","211 Physicists and chemists","women",43700,45400,46700,48700,46900
"SE23 West Sweden","4-5 private sector","212 Mathematicians, actuaries and statisticians","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","212 Mathematicians, actuaries and statisticians","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",42300,40900,45500,43500,40100
"SE23 West Sweden","4-5 private sector","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",36500,43600,45100,44000,46900
"SE23 West Sweden","4-5 private sector","214 Engineering professionals","men",43500,44000,43700,45100,46200
"SE23 West Sweden","4-5 private sector","214 Engineering professionals","women",40100,40800,41600,42300,43600
"SE23 West Sweden","4-5 private sector","216 Architects and surveyors","men",38900,40500,40200,40800,41100
"SE23 West Sweden","4-5 private sector","216 Architects and surveyors","women",37400,36500,37600,39000,38800
"SE23 West Sweden","4-5 private sector","217 Designers","men",35400,35100,33600,38400,39900
"SE23 West Sweden","4-5 private sector","217 Designers","women",32800,33200,32800,36400,38000
"SE23 West Sweden","4-5 private sector","218 Specialists within environmental and health protection","men",41500,39800,39800,42700,44700
"SE23 West Sweden","4-5 private sector","218 Specialists within environmental and health protection","women",37200,40500,35500,42500,43200
"SE23 West Sweden","4-5 private sector","221 Medical doctors","men",71700,..,..,..,..
"SE23 West Sweden","4-5 private sector","221 Medical doctors","women",..,68900,70800,66600,57900
"SE23 West Sweden","4-5 private sector","222 Nursing professionals","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","222 Nursing professionals","women",31100,32800,36500,33900,35000
"SE23 West Sweden","4-5 private sector","223 Nursing professionals (cont.)","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","223 Nursing professionals (cont.)","women",32500,33800,34400,35500,36300
"SE23 West Sweden","4-5 private sector","224 Psychologists and psychotherapists","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","224 Psychologists and psychotherapists","women",..,..,38800,..,38400
"SE23 West Sweden","4-5 private sector","225 Veterinarians","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","225 Veterinarians","women",..,..,38300,41200,43400
"SE23 West Sweden","4-5 private sector","226 Dentists","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","226 Dentists","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","227 Naprapaths, physiotherapists, occupational therapists","women",30200,31000,32100,33300,33800
"SE23 West Sweden","4-5 private sector","228 Specialists in health care not elsewhere classified","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","228 Specialists in health care not elsewhere classified","women",33300,33400,34000,36700,36700
"SE23 West Sweden","4-5 private sector","231 University and higher education teachers","men",40700,41300,42400,43600,44100
"SE23 West Sweden","4-5 private sector","231 University and higher education teachers","women",35200,36700,38300,39500,40200
"SE23 West Sweden","4-5 private sector","232 Vocational education teachers","men",..,..,..,..,35600
"SE23 West Sweden","4-5 private sector","232 Vocational education teachers","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","233 Secondary education teachers","men",..,31200,..,35300,37100
"SE23 West Sweden","4-5 private sector","233 Secondary education teachers","women",30400,30800,31900,34600,35400
"SE23 West Sweden","4-5 private sector","234 Primary- and pre-school teachers ","men",28100,30200,30400,28500,29000
"SE23 West Sweden","4-5 private sector","234 Primary- and pre-school teachers ","women",26900,29300,30000,29400,30400
"SE23 West Sweden","4-5 private sector","235 Teaching professionals not elsewhere classified","men",..,..,31200,32000,..
"SE23 West Sweden","4-5 private sector","235 Teaching professionals not elsewhere classified","women",32100,32000,29700,33200,35100
"SE23 West Sweden","4-5 private sector","241 Accountants, financial analysts and fund managers","men",46300,45600,46100,47600,47900
"SE23 West Sweden","4-5 private sector","241 Accountants, financial analysts and fund managers","women",39000,39300,39800,43100,44100
"SE23 West Sweden","4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","men",45800,42700,47300,45400,45700
"SE23 West Sweden","4-5 private sector","242 Organisation analysts, policy administrators and human resource specialists","women",38300,39200,39900,40400,42400
"SE23 West Sweden","4-5 private sector","243 Marketing and public relations professionals","men",44700,44400,41800,45500,45400
"SE23 West Sweden","4-5 private sector","243 Marketing and public relations professionals","women",38700,38400,36700,38400,40800
"SE23 West Sweden","4-5 private sector","251 ICT architects, systems analysts and test managers","men",41200,40700,42400,42500,44400
"SE23 West Sweden","4-5 private sector","251 ICT architects, systems analysts and test managers","women",40400,41700,40100,41800,42600
"SE23 West Sweden","4-5 private sector","261 Legal professionals","men",47600,46200,46600,54300,47800
"SE23 West Sweden","4-5 private sector","261 Legal professionals","women",45400,48300,49700,50500,52300
"SE23 West Sweden","4-5 private sector","262 Museum curators and librarians and related professionals","men",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","262 Museum curators and librarians and related professionals","women",..,..,..,..,..
"SE23 West Sweden","4-5 private sector","264 Authors, journalists and linguists","men",33100,31600,35200,33200,30800
"SE23 West Sweden","4-5 private sector","264 Authors, journalists and linguists","women",32600,32000,35300,30600,29300
"SE23 West Sweden","4-5 private sector","265 Creative and performing artists","men",35100,34200,36200,35000,37300
