"sector","occuptional  (SSYK 2012)","sex","age","2014","2015","2016","2017","2018"
"0 all sectors","336 Police officers ","women","25-34 years",26100,26900,27700,28600,30100
"0 all sectors","336 Police officers ","women","35-44 years",30100,30300,30900,31900,34200
"0 all sectors","336 Police officers ","women","45-54 years",34700,35000,35300,35900,38100
"0 all sectors","336 Police officers ","women","55-64 years",35400,35900,36700,37500,39700
"0 all sectors","336 Police officers ","women","65-66 years",..,..,..,..,..
"0 all sectors","341 Social work and religious associate professionals","men","18-24 years",23900,24700,26400,27000,27900
"0 all sectors","341 Social work and religious associate professionals","men","25-34 years",26000,27000,27600,28300,28900
"0 all sectors","341 Social work and religious associate professionals","men","35-44 years",26700,27800,29000,29500,30300
"0 all sectors","341 Social work and religious associate professionals","men","45-54 years",28200,28700,29500,30200,30700
"0 all sectors","341 Social work and religious associate professionals","men","55-64 years",28900,28300,27900,29900,31200
"0 all sectors","341 Social work and religious associate professionals","men","65-66 years",..,..,30400,30100,30100
"0 all sectors","341 Social work and religious associate professionals","women","18-24 years",24700,25200,26100,27100,26400
"0 all sectors","341 Social work and religious associate professionals","women","25-34 years",26600,26800,27500,28500,29300
"0 all sectors","341 Social work and religious associate professionals","women","35-44 years",28000,27500,28800,29600,30400
"0 all sectors","341 Social work and religious associate professionals","women","45-54 years",28300,28500,28900,30000,30900
"0 all sectors","341 Social work and religious associate professionals","women","55-64 years",28200,28800,28900,29600,31100
"0 all sectors","341 Social work and religious associate professionals","women","65-66 years",..,28200,28700,30900,31200
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","18-24 years",23200,24000,24300,26200,24500
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","25-34 years",29400,29100,30100,31800,29700
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","35-44 years",29800,31000,30900,32700,32800
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","45-54 years",29000,29000,31100,32500,32700
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","55-64 years",29400,30100,29100,28900,30600
"0 all sectors","342 Athletes, fitness instructors and recreational workers","men","65-66 years",..,..,..,..,..
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","18-24 years",22000,22000,22000,23000,21100
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","25-34 years",26400,27400,27800,27700,27700
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","35-44 years",28000,29800,30400,31100,30600
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","45-54 years",29100,29100,29400,30500,30800
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","55-64 years",27600,27900,28300,28900,30500
"0 all sectors","342 Athletes, fitness instructors and recreational workers","women","65-66 years",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","18-24 years",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","25-34 years",28600,29500,33200,30300,32000
"0 all sectors","343 Photographers, interior decorators and entertainers","men","35-44 years",32500,30400,34800,35300,37200
"0 all sectors","343 Photographers, interior decorators and entertainers","men","45-54 years",33500,33500,32700,31900,..
"0 all sectors","343 Photographers, interior decorators and entertainers","men","55-64 years",28800,31000,34700,34900,41000
"0 all sectors","343 Photographers, interior decorators and entertainers","men","65-66 years",..,..,..,..,..
"0 all sectors","343 Photographers, interior decorators and entertainers","women","18-24 years",22300,23900,22400,24400,23200
"0 all sectors","343 Photographers, interior decorators and entertainers","women","25-34 years",27700,27900,29600,29200,30800
"0 all sectors","343 Photographers, interior decorators and entertainers","women","35-44 years",31200,31700,33900,34000,40500
"0 all sectors","343 Photographers, interior decorators and entertainers","women","45-54 years",30800,32800,34100,32600,35400
"0 all sectors","343 Photographers, interior decorators and entertainers","women","55-64 years",31700,31400,32000,33500,34700
"0 all sectors","343 Photographers, interior decorators and entertainers","women","65-66 years",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","18-24 years",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","men","25-34 years",26900,..,..,30200,31700
"0 all sectors","344 Driving instructors and other instructors","men","35-44 years",32600,31900,34300,30900,29400
"0 all sectors","344 Driving instructors and other instructors","men","45-54 years",30000,31800,31200,..,34800
"0 all sectors","344 Driving instructors and other instructors","men","55-64 years",26800,32400,32800,34700,34600
"0 all sectors","344 Driving instructors and other instructors","men","65-66 years",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","18-24 years",..,..,..,..,..
"0 all sectors","344 Driving instructors and other instructors","women","25-34 years",27900,..,..,25700,27200
"0 all sectors","344 Driving instructors and other instructors","women","35-44 years",32100,29100,32100,32500,38700
"0 all sectors","344 Driving instructors and other instructors","women","45-54 years",31700,32500,28900,33500,38900
"0 all sectors","344 Driving instructors and other instructors","women","55-64 years",29900,30500,32200,33500,..
"0 all sectors","344 Driving instructors and other instructors","women","65-66 years",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","18-24 years",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","25-34 years",..,29500,29800,32100,28900
"0 all sectors","345 Culinary associate professionals","men","35-44 years",30600,..,33000,34700,32600
"0 all sectors","345 Culinary associate professionals","men","45-54 years",32000,32300,31700,..,34700
"0 all sectors","345 Culinary associate professionals","men","55-64 years",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","men","65-66 years",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","women","18-24 years",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","women","25-34 years",..,..,..,..,..
"0 all sectors","345 Culinary associate professionals","women","35-44 years",28700,29000,28400,30800,28300
"0 all sectors","345 Culinary associate professionals","women","45-54 years",26000,27000,27800,28700,29800
"0 all sectors","345 Culinary associate professionals","women","55-64 years",26200,26900,27000,27300,29500
"0 all sectors","345 Culinary associate professionals","women","65-66 years",..,..,..,..,..
"0 all sectors","351 ICT operations and user support technicians","men","18-24 years",23200,24300,24100,24900,25200
"0 all sectors","351 ICT operations and user support technicians","men","25-34 years",30800,30900,30500,32500,32900
"0 all sectors","351 ICT operations and user support technicians","men","35-44 years",37300,37100,37100,38400,38900
"0 all sectors","351 ICT operations and user support technicians","men","45-54 years",38200,38900,39400,40300,41200
"0 all sectors","351 ICT operations and user support technicians","men","55-64 years",40300,37800,38800,39200,40700
"0 all sectors","351 ICT operations and user support technicians","men","65-66 years",33700,37500,36800,36300,41800
"0 all sectors","351 ICT operations and user support technicians","women","18-24 years",22300,24200,24100,23700,25900
"0 all sectors","351 ICT operations and user support technicians","women","25-34 years",27800,28900,29500,29500,31300
"0 all sectors","351 ICT operations and user support technicians","women","35-44 years",34200,34900,35100,35600,37300
"0 all sectors","351 ICT operations and user support technicians","women","45-54 years",35200,35900,37600,37200,38400
"0 all sectors","351 ICT operations and user support technicians","women","55-64 years",33700,34400,36300,35200,37800
"0 all sectors","351 ICT operations and user support technicians","women","65-66 years",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","men","18-24 years",..,..,..,..,27100
"0 all sectors","352 Broadcasting and audio-visual technicians","men","25-34 years",24500,28800,28100,27200,29300
"0 all sectors","352 Broadcasting and audio-visual technicians","men","35-44 years",31100,29100,31500,28800,30700
"0 all sectors","352 Broadcasting and audio-visual technicians","men","45-54 years",33900,32900,32900,32400,30500
"0 all sectors","352 Broadcasting and audio-visual technicians","men","55-64 years",31600,33800,35600,35300,35700
"0 all sectors","352 Broadcasting and audio-visual technicians","men","65-66 years",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","18-24 years",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","25-34 years",28400,27100,30200,27400,29300
"0 all sectors","352 Broadcasting and audio-visual technicians","women","35-44 years",28700,29400,29800,28300,28700
"0 all sectors","352 Broadcasting and audio-visual technicians","women","45-54 years",30800,31600,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","55-64 years",..,..,..,..,..
"0 all sectors","352 Broadcasting and audio-visual technicians","women","65-66 years",..,..,..,..,..
"0 all sectors","411 Office assistants and other secretaries","men","18-24 years",22600,22100,22300,23200,23800
"0 all sectors","411 Office assistants and other secretaries","men","25-34 years",26700,28400,28500,28600,29400
"0 all sectors","411 Office assistants and other secretaries","men","35-44 years",31000,31200,32500,32400,32900
"0 all sectors","411 Office assistants and other secretaries","men","45-54 years",30400,31400,31900,31300,34100
"0 all sectors","411 Office assistants and other secretaries","men","55-64 years",30000,31200,28600,30800,33300
"0 all sectors","411 Office assistants and other secretaries","men","65-66 years",28200,26300,27000,28300,33400
"0 all sectors","411 Office assistants and other secretaries","women","18-24 years",21700,21600,22600,23600,24100
"0 all sectors","411 Office assistants and other secretaries","women","25-34 years",26200,26200,27700,28000,28800
"0 all sectors","411 Office assistants and other secretaries","women","35-44 years",28000,28800,29200,29600,30400
"0 all sectors","411 Office assistants and other secretaries","women","45-54 years",28100,28700,29500,30400,30900
"0 all sectors","411 Office assistants and other secretaries","women","55-64 years",27600,28300,28400,29800,30500
"0 all sectors","411 Office assistants and other secretaries","women","65-66 years",24600,28600,29300,29000,30100
"0 all sectors","421 Croupiers, debt collectors and related workers","men","18-24 years",..,..,..,..,21400
"0 all sectors","421 Croupiers, debt collectors and related workers","men","25-34 years",..,..,26200,27600,27200
"0 all sectors","421 Croupiers, debt collectors and related workers","men","35-44 years",..,..,..,..,30100
"0 all sectors","421 Croupiers, debt collectors and related workers","men","45-54 years",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","men","55-64 years",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","men","65-66 years",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","women","18-24 years",..,20600,..,23300,20000
"0 all sectors","421 Croupiers, debt collectors and related workers","women","25-34 years",..,24900,25700,26200,24300
"0 all sectors","421 Croupiers, debt collectors and related workers","women","35-44 years",..,..,..,..,29300
"0 all sectors","421 Croupiers, debt collectors and related workers","women","45-54 years",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","women","55-64 years",..,..,..,..,..
"0 all sectors","421 Croupiers, debt collectors and related workers","women","65-66 years",..,..,..,..,..
"0 all sectors","422 Client information clerks","men","18-24 years",21600,21000,22000,22500,22900
"0 all sectors","422 Client information clerks","men","25-34 years",24800,24400,25100,25600,26300
"0 all sectors","422 Client information clerks","men","35-44 years",28100,28300,27500,28800,30300
"0 all sectors","422 Client information clerks","men","45-54 years",29800,29700,28200,29500,30900
"0 all sectors","422 Client information clerks","men","55-64 years",30000,29900,29700,28500,32100
"0 all sectors","422 Client information clerks","men","65-66 years",..,..,..,..,..
"0 all sectors","422 Client information clerks","women","18-24 years",20900,21300,21500,22400,23000
"0 all sectors","422 Client information clerks","women","25-34 years",23800,24100,24700,25300,25600
"0 all sectors","422 Client information clerks","women","35-44 years",25900,25500,26500,27000,27600
"0 all sectors","422 Client information clerks","women","45-54 years",26400,26700,27500,28200,28400
"0 all sectors","422 Client information clerks","women","55-64 years",26100,27200,27500,28100,28500
"0 all sectors","422 Client information clerks","women","65-66 years",25900,26500,26100,28600,28000
"0 all sectors","432 Stores and transport clerks","men","18-24 years",24700,25600,27300,27100,26900
"0 all sectors","432 Stores and transport clerks","men","25-34 years",27200,27400,28200,28600,28500
"0 all sectors","432 Stores and transport clerks","men","35-44 years",28000,28500,29600,29400,30000
"0 all sectors","432 Stores and transport clerks","men","45-54 years",28400,28700,29600,29800,30500
"0 all sectors","432 Stores and transport clerks","men","55-64 years",28200,29000,29800,29800,30600
"0 all sectors","432 Stores and transport clerks","men","65-66 years",24700,26600,29700,29200,30400
"0 all sectors","432 Stores and transport clerks","women","18-24 years",24700,25500,27100,27000,27200
"0 all sectors","432 Stores and transport clerks","women","25-34 years",26400,25900,26500,27600,27800
"0 all sectors","432 Stores and transport clerks","women","35-44 years",27200,27600,28000,29000,29100
"0 all sectors","432 Stores and transport clerks","women","45-54 years",27000,26700,28800,28900,29700
"0 all sectors","432 Stores and transport clerks","women","55-64 years",27800,26800,27600,28300,28600
"0 all sectors","432 Stores and transport clerks","women","65-66 years",..,..,..,..,..
"0 all sectors","441 Library and filing clerks","men","18-24 years",..,..,..,..,..
"0 all sectors","441 Library and filing clerks","men","25-34 years",23000,22400,23100,25800,24500
"0 all sectors","441 Library and filing clerks","men","35-44 years",24100,24000,24700,25000,25800
"0 all sectors","441 Library and filing clerks","men","45-54 years",26200,25500,25700,25700,25900
"0 all sectors","441 Library and filing clerks","men","55-64 years",24200,24400,25200,25800,26400
"0 all sectors","441 Library and filing clerks","men","65-66 years",..,..,..,..,..
"0 all sectors","441 Library and filing clerks","women","18-24 years",19800,20500,21400,22400,23000
"0 all sectors","441 Library and filing clerks","women","25-34 years",23100,23200,23700,24100,24700
"0 all sectors","441 Library and filing clerks","women","35-44 years",23500,24000,24600,25100,25800
"0 all sectors","441 Library and filing clerks","women","45-54 years",23900,24500,25100,25400,25900
"0 all sectors","441 Library and filing clerks","women","55-64 years",24000,24500,25000,25700,26500
"0 all sectors","441 Library and filing clerks","women","65-66 years",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","18-24 years",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","25-34 years",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","35-44 years",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","45-54 years",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","55-64 years",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","men","65-66 years",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","18-24 years",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","25-34 years",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","35-44 years",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","45-54 years",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","55-64 years",..,..,..,..,..
"0 all sectors","442 Postmen and postal facility workers","women","65-66 years",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","18-24 years",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","25-34 years",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","35-44 years",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","45-54 years",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","55-64 years",..,..,..,..,..
"0 all sectors","443 Elected representatives","men","65-66 years",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","18-24 years",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","25-34 years",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","35-44 years",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","45-54 years",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","55-64 years",..,..,..,..,..
"0 all sectors","443 Elected representatives","women","65-66 years",..,..,..,..,..
"0 all sectors","511 Cabin crew, guides and related workers","men","18-24 years",24700,24800,24900,24700,27300
"0 all sectors","511 Cabin crew, guides and related workers","men","25-34 years",27100,31800,29400,29200,30700
"0 all sectors","511 Cabin crew, guides and related workers","men","35-44 years",29200,30400,30500,30600,31700
"0 all sectors","511 Cabin crew, guides and related workers","men","45-54 years",29600,31000,31300,31000,31700
"0 all sectors","511 Cabin crew, guides and related workers","men","55-64 years",29500,30100,30800,31500,28200
"0 all sectors","511 Cabin crew, guides and related workers","men","65-66 years",..,..,..,..,..
"0 all sectors","511 Cabin crew, guides and related workers","women","18-24 years",23800,25200,23200,23400,27400
"0 all sectors","511 Cabin crew, guides and related workers","women","25-34 years",26200,28500,26100,26400,25800
"0 all sectors","511 Cabin crew, guides and related workers","women","35-44 years",29200,29200,29200,30100,30300
"0 all sectors","511 Cabin crew, guides and related workers","women","45-54 years",31600,33900,31600,31100,31400
"0 all sectors","511 Cabin crew, guides and related workers","women","55-64 years",31400,30500,32300,32800,29800
"0 all sectors","511 Cabin crew, guides and related workers","women","65-66 years",..,..,..,..,..
"0 all sectors","512 Cooks and cold-buffet managers","men","18-24 years",22000,23600,24000,22900,25100
"0 all sectors","512 Cooks and cold-buffet managers","men","25-34 years",24700,24600,26100,26600,27700
"0 all sectors","512 Cooks and cold-buffet managers","men","35-44 years",24900,25000,24700,26600,28300
"0 all sectors","512 Cooks and cold-buffet managers","men","45-54 years",26400,25200,26500,26300,27600
"0 all sectors","512 Cooks and cold-buffet managers","men","55-64 years",25400,23800,26000,28600,28000
"0 all sectors","512 Cooks and cold-buffet managers","men","65-66 years",..,..,..,..,..
"0 all sectors","512 Cooks and cold-buffet managers","women","18-24 years",21300,22800,23600,24200,24300
"0 all sectors","512 Cooks and cold-buffet managers","women","25-34 years",23200,23300,22900,23700,25100
"0 all sectors","512 Cooks and cold-buffet managers","women","35-44 years",24000,24400,24700,25900,26300
"0 all sectors","512 Cooks and cold-buffet managers","women","45-54 years",24300,24500,26000,25800,27100
"0 all sectors","512 Cooks and cold-buffet managers","women","55-64 years",23900,24100,24800,26300,26700
"0 all sectors","512 Cooks and cold-buffet managers","women","65-66 years",24400,22200,23600,26400,27000
"0 all sectors","513 Waiters and bartenders","men","18-24 years",21300,23200,24100,24900,23500
"0 all sectors","513 Waiters and bartenders","men","25-34 years",24900,25500,26300,26700,26400
"0 all sectors","513 Waiters and bartenders","men","35-44 years",25900,25500,25600,27900,29600
"0 all sectors","513 Waiters and bartenders","men","45-54 years",26600,26800,27700,28400,28200
"0 all sectors","513 Waiters and bartenders","men","55-64 years",..,..,..,..,..
"0 all sectors","513 Waiters and bartenders","men","65-66 years",..,..,..,..,..
"0 all sectors","513 Waiters and bartenders","women","18-24 years",20500,22700,22900,23100,23300
"0 all sectors","513 Waiters and bartenders","women","25-34 years",23100,23500,25300,26500,26800
"0 all sectors","513 Waiters and bartenders","women","35-44 years",25100,27000,25600,26000,26000
"0 all sectors","513 Waiters and bartenders","women","45-54 years",25300,28700,24400,25600,26600
"0 all sectors","513 Waiters and bartenders","women","55-64 years",24900,26100,25200,27200,27800
"0 all sectors","513 Waiters and bartenders","women","65-66 years",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","18-24 years",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","25-34 years",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","35-44 years",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","45-54 years",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","55-64 years",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","men","65-66 years",..,..,..,..,..
"0 all sectors","514 Hairdressers, beauty and body therapists","women","18-24 years",22300,21900,22900,23000,22700
"0 all sectors","514 Hairdressers, beauty and body therapists","women","25-34 years",24000,23600,26600,26600,26500
"0 all sectors","514 Hairdressers, beauty and body therapists","women","35-44 years",25700,26800,26400,27500,27100
"0 all sectors","514 Hairdressers, beauty and body therapists","women","45-54 years",25100,25700,25400,26500,26200
"0 all sectors","514 Hairdressers, beauty and body therapists","women","55-64 years",24600,26200,25200,26300,26200
"0 all sectors","514 Hairdressers, beauty and body therapists","women","65-66 years",..,..,..,..,..
"0 all sectors","515 Building caretakers and related workers","men","18-24 years",21600,22200,23300,22800,23500
"0 all sectors","515 Building caretakers and related workers","men","25-34 years",24600,24900,25700,25600,26600
"0 all sectors","515 Building caretakers and related workers","men","35-44 years",25600,26600,26700,28300,28500
"0 all sectors","515 Building caretakers and related workers","men","45-54 years",26200,26300,27200,28500,29500
"0 all sectors","515 Building caretakers and related workers","men","55-64 years",25900,26000,26700,27400,28000
"0 all sectors","515 Building caretakers and related workers","men","65-66 years",27700,27500,26700,27400,27000
"0 all sectors","515 Building caretakers and related workers","women","18-24 years",21200,22100,22800,22100,22200
"0 all sectors","515 Building caretakers and related workers","women","25-34 years",23900,24500,24800,24900,27300
"0 all sectors","515 Building caretakers and related workers","women","35-44 years",25200,25400,25800,..,29100
"0 all sectors","515 Building caretakers and related workers","women","45-54 years",25400,25300,25800,27200,28000
"0 all sectors","515 Building caretakers and related workers","women","55-64 years",25700,26200,26300,26000,28000
"0 all sectors","515 Building caretakers and related workers","women","65-66 years",..,..,..,..,24800
"0 all sectors","516 Other service related workers","men","18-24 years",..,21400,22400,24300,23300
"0 all sectors","516 Other service related workers","men","25-34 years",25800,25000,24600,26200,25200
"0 all sectors","516 Other service related workers","men","35-44 years",28800,29500,29500,29600,28900
"0 all sectors","516 Other service related workers","men","45-54 years",27900,24800,28500,32100,30300
"0 all sectors","516 Other service related workers","men","55-64 years",27600,26500,31900,32000,..
"0 all sectors","516 Other service related workers","men","65-66 years",..,..,..,..,..
"0 all sectors","516 Other service related workers","women","18-24 years",22200,20200,23700,22400,24000
"0 all sectors","516 Other service related workers","women","25-34 years",28100,25800,26300,24600,27600
"0 all sectors","516 Other service related workers","women","35-44 years",..,29500,29600,27400,27600
"0 all sectors","516 Other service related workers","women","45-54 years",25900,27100,28000,27900,31700
"0 all sectors","516 Other service related workers","women","55-64 years",25800,26900,29800,28900,30200
"0 all sectors","516 Other service related workers","women","65-66 years",..,..,..,..,..
"0 all sectors","522 Shop staff","men","18-24 years",24900,25900,25500,28200,28500
"0 all sectors","522 Shop staff","men","25-34 years",26800,27900,28600,29600,29900
"0 all sectors","522 Shop staff","men","35-44 years",28600,28600,30600,30700,32200
"0 all sectors","522 Shop staff","men","45-54 years",30400,30100,30900,31500,32900
"0 all sectors","522 Shop staff","men","55-64 years",30100,30200,29300,32400,32600
"0 all sectors","522 Shop staff","men","65-66 years",..,..,..,27000,32000
"0 all sectors","522 Shop staff","women","18-24 years",25600,25400,25700,27400,28600
"0 all sectors","522 Shop staff","women","25-34 years",26300,26600,27100,28300,28900
"0 all sectors","522 Shop staff","women","35-44 years",26000,26000,27700,28600,28100
"0 all sectors","522 Shop staff","women","45-54 years",26700,27100,27500,28900,28500
"0 all sectors","522 Shop staff","women","55-64 years",26200,26900,27400,28400,28500
"0 all sectors","522 Shop staff","women","65-66 years",25700,27800,32000,29500,29400
"0 all sectors","523 Cashiers and related clerks","men","18-24 years",21700,24800,24700,23100,25400
"0 all sectors","523 Cashiers and related clerks","men","25-34 years",24000,25200,25100,26800,24800
"0 all sectors","523 Cashiers and related clerks","men","35-44 years",26800,23800,24400,23100,23600
"0 all sectors","523 Cashiers and related clerks","men","45-54 years",25600,25000,26500,25500,..
"0 all sectors","523 Cashiers and related clerks","men","55-64 years",..,..,..,..,..
"0 all sectors","523 Cashiers and related clerks","men","65-66 years",..,..,..,..,..
"0 all sectors","523 Cashiers and related clerks","women","18-24 years",24900,21600,23100,20400,24500
"0 all sectors","523 Cashiers and related clerks","women","25-34 years",26200,26400,24600,25500,27500
"0 all sectors","523 Cashiers and related clerks","women","35-44 years",26100,26700,24100,24100,25600
"0 all sectors","523 Cashiers and related clerks","women","45-54 years",22600,27200,26300,27200,29000
"0 all sectors","523 Cashiers and related clerks","women","55-64 years",26700,26300,24900,26000,25900
"0 all sectors","523 Cashiers and related clerks","women","65-66 years",..,..,..,..,..
"0 all sectors","524 Event seller and telemarketers","men","18-24 years",20200,23200,20900,22200,22900
"0 all sectors","524 Event seller and telemarketers","men","25-34 years",23700,25800,26600,26600,28600
"0 all sectors","524 Event seller and telemarketers","men","35-44 years",25500,27900,29800,30700,30000
"0 all sectors","524 Event seller and telemarketers","men","45-54 years",28900,22600,28600,31700,29000
"0 all sectors","524 Event seller and telemarketers","men","55-64 years",..,..,..,..,..
"0 all sectors","524 Event seller and telemarketers","men","65-66 years",..,..,..,..,..
"0 all sectors","524 Event seller and telemarketers","women","18-24 years",19600,20700,20400,22100,22700
"0 all sectors","524 Event seller and telemarketers","women","25-34 years",25100,24300,24000,24800,25800
"0 all sectors","524 Event seller and telemarketers","women","35-44 years",25100,26300,25100,27000,27800
"0 all sectors","524 Event seller and telemarketers","women","45-54 years",28900,28100,29200,27400,26300
"0 all sectors","524 Event seller and telemarketers","women","55-64 years",24500,27300,23900,25000,25600
"0 all sectors","524 Event seller and telemarketers","women","65-66 years",..,..,..,..,..
"0 all sectors","531 Child care workers and teachers aides","men","18-24 years",20100,19700,20400,20800,21200
"0 all sectors","531 Child care workers and teachers aides","men","25-34 years",21500,21600,22000,22700,23300
"0 all sectors","531 Child care workers and teachers aides","men","35-44 years",23000,23400,24000,24500,25100
"0 all sectors","531 Child care workers and teachers aides","men","45-54 years",23700,23900,24800,25300,25800
"0 all sectors","531 Child care workers and teachers aides","men","55-64 years",24000,24800,25600,25900,26100
"0 all sectors","531 Child care workers and teachers aides","men","65-66 years",..,26400,27300,27500,28000
"0 all sectors","531 Child care workers and teachers aides","women","18-24 years",19400,19600,20100,20500,20900
"0 all sectors","531 Child care workers and teachers aides","women","25-34 years",20700,21400,21800,22400,22800
"0 all sectors","531 Child care workers and teachers aides","women","35-44 years",22400,22900,23200,23700,24100
"0 all sectors","531 Child care workers and teachers aides","women","45-54 years",23100,23800,24300,24700,25200
"0 all sectors","531 Child care workers and teachers aides","women","55-64 years",23800,24400,24900,25400,25900
"0 all sectors","531 Child care workers and teachers aides","women","65-66 years",23500,24200,24900,25400,26200
"0 all sectors","532 Personal care workers in health services","men","18-24 years",22700,23800,24600,25400,26000
"0 all sectors","532 Personal care workers in health services","men","25-34 years",24300,25000,26000,26500,26900
"0 all sectors","532 Personal care workers in health services","men","35-44 years",25400,26300,27300,27800,28100
"0 all sectors","532 Personal care workers in health services","men","45-54 years",26500,27200,28000,28800,29500
"0 all sectors","532 Personal care workers in health services","men","55-64 years",26800,27700,28500,29300,29900
"0 all sectors","532 Personal care workers in health services","men","65-66 years",26800,27600,28700,29200,30600
"0 all sectors","532 Personal care workers in health services","women","18-24 years",22700,23700,24500,25200,25600
"0 all sectors","532 Personal care workers in health services","women","25-34 years",23900,24600,25500,26200,26500
"0 all sectors","532 Personal care workers in health services","women","35-44 years",25300,25900,26800,27500,27800
"0 all sectors","532 Personal care workers in health services","women","45-54 years",26200,26900,27900,28600,29100
"0 all sectors","532 Personal care workers in health services","women","55-64 years",26500,27300,28300,29100,29700
"0 all sectors","532 Personal care workers in health services","women","65-66 years",26900,27800,28900,29700,30500
"0 all sectors","533 Health care assistants","men","18-24 years",21700,22500,23200,23700,24000
"0 all sectors","533 Health care assistants","men","25-34 years",22800,23600,23800,24300,24500
"0 all sectors","533 Health care assistants","men","35-44 years",23700,24500,24700,25300,25700
"0 all sectors","533 Health care assistants","men","45-54 years",24400,25300,25600,26100,26400
"0 all sectors","533 Health care assistants","men","55-64 years",24600,25000,25900,25900,26700
"0 all sectors","533 Health care assistants","men","65-66 years",..,..,..,..,..
"0 all sectors","533 Health care assistants","women","18-24 years",21600,22200,23000,23500,23600
"0 all sectors","533 Health care assistants","women","25-34 years",22400,23100,23700,24000,24300
"0 all sectors","533 Health care assistants","women","35-44 years",23400,24100,24300,24900,25000
"0 all sectors","533 Health care assistants","women","45-54 years",24400,25000,25500,26000,26300
"0 all sectors","533 Health care assistants","women","55-64 years",24800,25500,26100,26600,27000
"0 all sectors","533 Health care assistants","women","65-66 years",25000,26000,26600,27500,27600
"0 all sectors","534 Attendants, personal assistants and related workers","men","18-24 years",23600,24300,24700,25200,25600
"0 all sectors","534 Attendants, personal assistants and related workers","men","25-34 years",24800,25300,25600,26300,26700
"0 all sectors","534 Attendants, personal assistants and related workers","men","35-44 years",25700,26500,26800,27400,27800
"0 all sectors","534 Attendants, personal assistants and related workers","men","45-54 years",26100,26900,26900,27900,28200
"0 all sectors","534 Attendants, personal assistants and related workers","men","55-64 years",26200,26900,27300,28100,28600
"0 all sectors","534 Attendants, personal assistants and related workers","men","65-66 years",26700,28300,27100,28000,28200
