"region","sector","occupational group (SSYK)","sex","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
"SE32 Central Norrland","0 all sectors","315 Safety and quality inspectors","men",24200,25000,25200,25600,26700,28700,29500,29900,31700,32100,33000
"SE32 Central Norrland","0 all sectors","315 Safety and quality inspectors","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","321 Agronomy and forestry technicians","men",22600,23800,24700,25800,27700,27600,29200,29900,30200,31400,32200
"SE32 Central Norrland","0 all sectors","321 Agronomy and forestry technicians","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","322 Health associate professionals (except nursing)","men",23000,23100,24600,22900,24900,25100,26600,..,28300,29000,29700
"SE32 Central Norrland","0 all sectors","322 Health associate professionals (except nursing)","women",22400,22600,23100,23100,24300,25300,26100,26000,26900,27600,28300
"SE32 Central Norrland","0 all sectors","323 Nursing associate professionals","men",23300,23300,24400,24500,25100,26900,27400,28300,28300,28700,29400
"SE32 Central Norrland","0 all sectors","323 Nursing associate professionals","women",22900,23400,24000,24400,24900,26600,27100,28300,28100,28400,29100
"SE32 Central Norrland","0 all sectors","324 Life science technicians","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","324 Life science technicians","women",21700,22000,22900,23200,23800,26200,26400,26900,27400,28000,28500
"SE32 Central Norrland","0 all sectors","331 Pre-primary education teaching associate professionals","men",18000,18800,19500,19900,20600,21800,22300,21900,22100,22300,23200
"SE32 Central Norrland","0 all sectors","331 Pre-primary education teaching associate professionals","women",18800,19500,20200,20700,21400,22400,23000,23500,23700,23900,25100
"SE32 Central Norrland","0 all sectors","332 Other teaching associate professionals","men",..,..,..,..,..,..,..,..,..,..,25100
"SE32 Central Norrland","0 all sectors","332 Other teaching associate professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","341 Finance and sales associate professionals","men",26900,28700,26900,27900,29000,31400,32600,33200,34400,33600,35500
"SE32 Central Norrland","0 all sectors","341 Finance and sales associate professionals","women",21300,23400,23400,24500,25100,25500,26500,26900,28000,28300,29200
"SE32 Central Norrland","0 all sectors","342 Business services agents and trade brokers","men",22500,24800,23900,25600,25600,25500,26600,27100,26800,27200,31200
"SE32 Central Norrland","0 all sectors","342 Business services agents and trade brokers","women",21200,21800,22300,23000,23600,23800,26600,25700,26500,27400,27800
"SE32 Central Norrland","0 all sectors","343 Administrative associate professionals","men",23500,23300,23900,24500,24700,25400,26500,29000,28400,28100,29300
"SE32 Central Norrland","0 all sectors","343 Administrative associate professionals","women",21300,21000,21300,22200,22500,23900,23400,25100,26800,26700,27000
"SE32 Central Norrland","0 all sectors","344 Customs, tax and related government associate professionals","men",23600,23900,22400,27400,26500,27400,27700,27700,30900,30600,31100
"SE32 Central Norrland","0 all sectors","344 Customs, tax and related government associate professionals","women",18700,20000,19800,22700,22900,23200,24100,24300,25700,26300,27000
"SE32 Central Norrland","0 all sectors","345 Police officers and detectives","men",25000,25000,24600,24500,25700,26600,27400,27000,27300,28800,29300
"SE32 Central Norrland","0 all sectors","345 Police officers and detectives","women",..,..,..,23400,24400,24800,25200,25100,25500,26900,27300
"SE32 Central Norrland","0 all sectors","346 Social work associate professionals","men",20700,20000,21000,21000,20800,21700,22900,23300,25300,25500,26100
"SE32 Central Norrland","0 all sectors","346 Social work associate professionals","women",19400,19500,19200,20900,20800,22600,23800,23800,25000,25300,25900
"SE32 Central Norrland","0 all sectors","347 Artistic, entertainment and sports associate professionals","men",..,..,..,..,..,..,31700,..,..,..,..
"SE32 Central Norrland","0 all sectors","347 Artistic, entertainment and sports associate professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","348 Religious associate professionals","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","348 Religious associate professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","411 Office secretaries and data entry operators","men",..,..,..,..,..,..,..,..,17200,..,..
"SE32 Central Norrland","0 all sectors","411 Office secretaries and data entry operators","women",18300,18300,18700,19300,19300,20200,20800,21300,20700,22000,22700
"SE32 Central Norrland","0 all sectors","412 Numerical clerks","men",21100,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","412 Numerical clerks","women",19800,20000,21000,22000,23600,22600,23500,23900,26200,24300,26400
"SE32 Central Norrland","0 all sectors","413 Stores and transport clerks","men",18800,19100,19800,20700,20900,22700,22300,22000,24200,26200,26800
"SE32 Central Norrland","0 all sectors","413 Stores and transport clerks","women",19300,..,19500,20400,20400,20300,22200,23200,23400,..,26800
"SE32 Central Norrland","0 all sectors","414 Library and filing clerks","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","414 Library and filing clerks","women",17200,17800,18400,19100,19700,20600,20900,22800,21800,22600,23100
"SE32 Central Norrland","0 all sectors","415 Mail carriers and sorting clerks","men",18100,..,..,..,..,..,20800,21500,22200,22800,23100
"SE32 Central Norrland","0 all sectors","415 Mail carriers and sorting clerks","women",17900,..,..,..,..,..,20300,21100,21800,22400,22700
"SE32 Central Norrland","0 all sectors","419 Other office clerks","men",21100,18700,20200,20900,20900,21600,21800,25500,25700,28600,24900
"SE32 Central Norrland","0 all sectors","419 Other office clerks","women",18700,18900,19300,19500,20200,21300,21600,24300,25200,23800,23700
"SE32 Central Norrland","0 all sectors","421 Cashiers, tellers and related clerks","men",18000,..,..,..,..,..,..,21600,23100,..,..
"SE32 Central Norrland","0 all sectors","421 Cashiers, tellers and related clerks","women",17600,20300,19500,18500,20300,22200,23100,22400,23400,24900,24000
"SE32 Central Norrland","0 all sectors","422 Client information clerks","men",..,19700,19800,20800,21300,20600,23100,22900,22700,22500,23000
"SE32 Central Norrland","0 all sectors","422 Client information clerks","women",18200,19400,19400,20000,20600,21000,22100,21900,21900,22700,22700
"SE32 Central Norrland","0 all sectors","511 Travel attendants and related workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","511 Travel attendants and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","512 Housekeeping and restaurant services workers","men",17000,19100,17100,19300,19700,20400,20100,22000,23300,25100,26000
"SE32 Central Norrland","0 all sectors","512 Housekeeping and restaurant services workers","women",16900,17700,18200,19100,19200,20400,21100,21800,21300,21400,23600
"SE32 Central Norrland","0 all sectors","513 Personal care and related workers","men",17700,18300,19000,20100,19800,21400,22000,22000,22800,23400,23500
"SE32 Central Norrland","0 all sectors","513 Personal care and related workers","women",17800,18700,19100,19900,19600,21200,22200,22500,23000,23500,23900
"SE32 Central Norrland","0 all sectors","514 Other personal services workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","514 Other personal services workers","women",..,19000,18500,19800,22100,20400,22500,22500,..,..,..
"SE32 Central Norrland","0 all sectors","515 Protective services workers","men",20200,20500,22400,21300,22200,23600,24400,24700,24300,25300,26100
"SE32 Central Norrland","0 all sectors","515 Protective services workers","women",19500,18800,19400,20000,20600,21300,21800,22800,23000,23300,24100
"SE32 Central Norrland","0 all sectors","521 Fashion and other models","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","521 Fashion and other models","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","522 Shop and stall salespersons and demonstrators","men",18300,20900,22000,20200,21400,22600,22000,22300,24700,24700,25000
"SE32 Central Norrland","0 all sectors","522 Shop and stall salespersons and demonstrators","women",17300,19500,20300,19300,20900,22000,22200,22500,24000,23400,22800
"SE32 Central Norrland","0 all sectors","611 Market gardeners and crop growers","men",17800,18900,19100,19300,19900,19800,20800,20900,21600,21700,22600
"SE32 Central Norrland","0 all sectors","611 Market gardeners and crop growers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","612 Animal producers and related workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","612 Animal producers and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","613 Crop and animal producers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","613 Crop and animal producers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","614 Forestry and related workers","men",18800,19700,19900,20100,21600,23700,23000,22600,23500,23500,..
"SE32 Central Norrland","0 all sectors","614 Forestry and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","615 Fishery workers, hunters and trappers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","615 Fishery workers, hunters and trappers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","711 Miners, shot firers, stonecutters and carvers","men",..,..,..,..,..,..,..,..,..,..,36700
"SE32 Central Norrland","0 all sectors","711 Miners, shot firers, stonecutters and carvers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","712 Building frame and related trades workers","men",21800,22500,23200,23100,23300,24700,24600,24000,26200,27800,27900
"SE32 Central Norrland","0 all sectors","712 Building frame and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","713 Building finishers and related trades workers","men",19600,20000,20500,21000,22000,22400,23200,23100,24400,26100,25500
"SE32 Central Norrland","0 all sectors","713 Building finishers and related trades workers","women",16300,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","714 Painters, building structure cleaners and related trades workers","men",20700,23800,23300,22700,23300,24000,24400,25000,22500,22900,23400
"SE32 Central Norrland","0 all sectors","714 Painters, building structure cleaners and related trades workers","women",..,..,..,..,..,..,..,..,..,21800,..
"SE32 Central Norrland","0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","men",19500,19900,20500,22200,22600,23400,23700,24300,24600,24800,29400
"SE32 Central Norrland","0 all sectors","721 Metal moulders, welders, sheet-metal workers, structural-metal preparers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","men",20000,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","722 Blacksmiths, tool-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","723 Machinery mechanics and fitters","men",19600,20100,20500,20800,22500,23100,25100,23700,24500,25800,26800
"SE32 Central Norrland","0 all sectors","723 Machinery mechanics and fitters","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","men",22100,21600,22500,23300,22800,25600,25900,26300,28300,29000,30400
"SE32 Central Norrland","0 all sectors","724 Electrical and electronic equipment mechanics and fitters","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","731 Precision workers in metal and related materials","men",..,19900,21100,21700,19100,22900,23700,..,25000,26300,26800
"SE32 Central Norrland","0 all sectors","731 Precision workers in metal and related materials","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","732 Potters, glass-makers and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","732 Potters, glass-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","733 Handicraft workers in wood, textile, leather and related materials","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","734 Craft printing and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","734 Craft printing and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","741 Food processing and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","741 Food processing and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","742 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","743 Garment and related trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","743 Garment and related trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","744 Pelt, leather and shoemaking trades workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","744 Pelt, leather and shoemaking trades workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","811 Mineral-processing-plant operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","811 Mineral-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","812 Metal-processing-plant operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","812 Metal-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","813 Glass, ceramics and related plant operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","813 Glass, ceramics and related plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","814 Wood-processing- and papermaking-plant operators","men",23300,24700,25700,26600,27200,28700,30300,29700,29200,32000,32600
"SE32 Central Norrland","0 all sectors","814 Wood-processing- and papermaking-plant operators","women",23200,24600,24800,26400,26000,27600,30200,28100,29600,31000,31800
"SE32 Central Norrland","0 all sectors","815 Chemical-processing-plant operators","men",24600,24000,24900,25500,26900,27400,28900,28600,29700,31300,31900
"SE32 Central Norrland","0 all sectors","815 Chemical-processing-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","816 Power-production and related plant operators","men",21100,22500,23500,24300,24700,24600,25700,26300,27600,27800,30100
"SE32 Central Norrland","0 all sectors","816 Power-production and related plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","817 Industrial-robot operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","817 Industrial-robot operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","821 Metal- and mineral-products machine operators","men",19100,19400,19700,19900,22800,24100,24600,25200,26400,25400,25700
"SE32 Central Norrland","0 all sectors","821 Metal- and mineral-products machine operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","822 Chemical-products machine operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","822 Chemical-products machine operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","823 Rubber- and plastic-products machine operators","men",19400,20500,20500,20500,21600,22300,23600,23700,27000,26900,26500
"SE32 Central Norrland","0 all sectors","823 Rubber- and plastic-products machine operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","824 Wood-products machine operators","men",20000,18600,20100,19400,21100,22900,23100,23800,..,..,25900
"SE32 Central Norrland","0 all sectors","824 Wood-products machine operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","825 Printing-, binding- and paper-products machine operators","men",22000,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","825 Printing-, binding- and paper-products machine operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","826 Textile-, fur- and leather-products machine operators","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","826 Textile-, fur- and leather-products machine operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","827 Food and related products machine operators","men",20200,19200,19600,20000,..,..,..,21900,..,..,..
"SE32 Central Norrland","0 all sectors","827 Food and related products machine operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","828 Assemblers","men",19100,19400,20100,20100,20800,21700,23100,22800,23800,23400,25200
"SE32 Central Norrland","0 all sectors","828 Assemblers","women",18100,18300,19200,18600,19600,20100,..,22000,..,..,..
"SE32 Central Norrland","0 all sectors","829 Other machine operators and assemblers","men",18200,19300,18900,20500,20600,22700,21400,22900,23200,24000,24300
"SE32 Central Norrland","0 all sectors","829 Other machine operators and assemblers","women",..,..,..,..,..,22900,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","831 Locomotive-engine drivers and related worker","men",24500,25300,26500,26700,25600,29400,29400,30000,31000,31400,31900
"SE32 Central Norrland","0 all sectors","831 Locomotive-engine drivers and related worker","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","832 Motor-vehicle drivers","men",18800,19900,21000,20900,21700,22900,23400,23500,24500,25100,25400
"SE32 Central Norrland","0 all sectors","832 Motor-vehicle drivers","women",..,..,..,..,19200,21200,22200,23500,23200,24300,24300
"SE32 Central Norrland","0 all sectors","833 Agricultural and other mobile-plant operators","men",19900,20300,21500,21300,22800,26800,26600,26200,27600,23800,26100
"SE32 Central Norrland","0 all sectors","833 Agricultural and other mobile-plant operators","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","834 Ships´ deck crews and related workers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","834 Ships´ deck crews and related workers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","911 Street vendors and market salespersons","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","911 Street vendors and market salespersons","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","912 Helpers and cleaners","men",16000,16800,17200,17200,18200,19500,21000,20000,18900,21200,23500
"SE32 Central Norrland","0 all sectors","912 Helpers and cleaners","women",15800,16200,17200,17200,17700,18700,19600,19700,20100,20200,21300
"SE32 Central Norrland","0 all sectors","913 Helpers in restaurants","men",16500,16100,16700,16800,17500,19100,19600,19900,19900,21300,21500
"SE32 Central Norrland","0 all sectors","913 Helpers in restaurants","women",16300,16200,16800,17300,17900,19100,19600,19900,20700,20800,21400
"SE32 Central Norrland","0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","men",16800,18400,19500,19000,19200,20200,20300,21800,22600,21300,25600
"SE32 Central Norrland","0 all sectors","914 Doorkeepers, newspaper and package deliverers and related workers","women",..,18300,20100,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","915 Garbage collectors and related labourers","men",18000,18600,19300,19100,21200,21000,22100,21800,22900,24200,24800
"SE32 Central Norrland","0 all sectors","915 Garbage collectors and related labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","919 Other sales and services elementary occupations","men",17400,17400,17400,18400,18200,19100,17900,19800,20000,21800,22700
"SE32 Central Norrland","0 all sectors","919 Other sales and services elementary occupations","women",17000,17000,17000,17800,17800,18800,17500,19400,19700,20400,20200
"SE32 Central Norrland","0 all sectors","921 Agricultural, fishery and related labourers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","921 Agricultural, fishery and related labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","931 Mining and construction labourers","men",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","931 Mining and construction labourers","women",..,..,..,..,..,..,..,..,..,..,..
"SE32 Central Norrland","0 all sectors","932 Manufacturing labourers","men",17500,18000,19400,19800,22000,22600,22500,21900,22200,22800,22600
"SE32 Central Norrland","0 all sectors","932 Manufacturing labourers","women",17000,17900,18500,18400,19900,20400,..,21500,23100,24100,24000
"SE32 Central Norrland","0 all sectors","933 Transport labourers and freight handlers","men",20800,..,20300,20600,22600,26300,24500,24800,25200,..,..
"SE32 Central Norrland","0 all sectors","933 Transport labourers and freight handlers","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","011 Armed forces","men",27000,27300,28000,28400,29300,29800,29800,31100,28700,29500,29900
"SE33 Upper Norrland","0 all sectors","011 Armed forces","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","111 Legislators and senior government officials","men",..,..,..,..,..,50700,52400,54300,55400,57100,61800
"SE33 Upper Norrland","0 all sectors","111 Legislators and senior government officials","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","112 Senior officials of special-interest organisations","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","112 Senior officials of special-interest organisations","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","121 Directors and chief executives","men",45200,44500,47100,55100,51500,54800,63500,66600,..,..,..
"SE33 Upper Norrland","0 all sectors","121 Directors and chief executives","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","122 Production and operations managers","men",31400,35600,37100,38400,39400,40200,39800,41000,41200,43700,44800
"SE33 Upper Norrland","0 all sectors","122 Production and operations managers","women",28300,29200,31200,32900,34000,33800,34400,35000,34900,36600,37800
"SE33 Upper Norrland","0 all sectors","123 Other specialist managers","men",36500,35900,37700,39100,43300,43900,45800,47200,49200,51300,54300
"SE33 Upper Norrland","0 all sectors","123 Other specialist managers","women",32900,31600,33300,35800,35200,38800,39600,41700,42500,42400,42000
"SE33 Upper Norrland","0 all sectors","124 Foreman","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","124 Foreman","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","131 Managers of small enterprises","men",28600,..,26800,28000,27200,29900,31000,31800,38400,39000,37900
"SE33 Upper Norrland","0 all sectors","131 Managers of small enterprises","women",23300,24600,25200,26600,25200,31100,30300,30800,36800,37800,35400
"SE33 Upper Norrland","0 all sectors","211 Physicists, chemists and related professionals","men",..,31700,32000,33900,32700,30300,34900,38200,36900,36500,36800
"SE33 Upper Norrland","0 all sectors","211 Physicists, chemists and related professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","212 Mathematicians and statisticians","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","212 Mathematicians and statisticians","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","213 Computing professionals","men",28400,28200,30600,31100,32400,34000,32700,33400,33800,36200,33600
"SE33 Upper Norrland","0 all sectors","213 Computing professionals","women",27300,27000,28300,28800,30800,31100,32300,31500,32700,33500,33500
"SE33 Upper Norrland","0 all sectors","214 Architects, engineers and related professionals","men",28300,30200,31000,33100,34600,35000,34900,36500,37800,38600,39400
"SE33 Upper Norrland","0 all sectors","214 Architects, engineers and related professionals","women",25500,26700,27500,28900,30000,32600,32400,33000,33400,34600,35600
"SE33 Upper Norrland","0 all sectors","221 Life science professionals","men",28800,29100,..,..,28700,30600,32400,35400,33400,34400,38100
"SE33 Upper Norrland","0 all sectors","221 Life science professionals","women",..,..,..,..,..,..,..,..,..,33100,..
"SE33 Upper Norrland","0 all sectors","222 Health professionals (except nursing)","men",46800,48400,49400,49900,52700,53800,54600,54900,57400,59800,59600
"SE33 Upper Norrland","0 all sectors","222 Health professionals (except nursing)","women",38600,40500,41300,43000,43900,45500,46100,46000,48600,49800,50300
"SE33 Upper Norrland","0 all sectors","223 Nursing and midwifery professionals","men",25400,25600,26700,27200,27800,28800,29700,30600,30600,31400,32800
"SE33 Upper Norrland","0 all sectors","223 Nursing and midwifery professionals","women",24400,24200,25100,26600,26800,28100,29000,29500,30200,30800,32500
"SE33 Upper Norrland","0 all sectors","231 College, university and higher education teaching professionals","men",29700,29000,30800,31200,32400,33500,34300,35500,36400,37500,38700
"SE33 Upper Norrland","0 all sectors","231 College, university and higher education teaching professionals","women",25600,25400,26800,27600,28600,29800,30900,32200,33200,34100,35500
"SE33 Upper Norrland","0 all sectors","232 Secondary education teaching professionals","men",23000,23700,24200,24300,25100,25900,26800,27100,27700,27700,29900
"SE33 Upper Norrland","0 all sectors","232 Secondary education teaching professionals","women",22600,23400,23900,24300,24900,25500,26400,26800,27200,27100,29300
"SE33 Upper Norrland","0 all sectors","233 Primary education teaching professionals","men",21700,22300,22700,23100,23900,24600,25600,25600,26000,25500,27100
"SE33 Upper Norrland","0 all sectors","233 Primary education teaching professionals","women",21700,22200,22600,23100,23700,24400,25300,25500,25800,25900,27200
"SE33 Upper Norrland","0 all sectors","234 Special education teaching professionals","men",24300,24900,25300,25800,26200,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","234 Special education teaching professionals","women",23900,24600,25200,25600,26300,27100,28000,28300,28500,28900,30700
"SE33 Upper Norrland","0 all sectors","235 Other teaching professionals","men",..,24800,25200,26100,26300,25600,26200,26400,27900,27700,28700
"SE33 Upper Norrland","0 all sectors","235 Other teaching professionals","women",22800,23400,23900,24700,25000,25400,26500,26700,27700,27900,29000
"SE33 Upper Norrland","0 all sectors","241 Business professionals","men",28600,28700,29500,30000,33600,33500,31700,33500,34700,34500,39500
"SE33 Upper Norrland","0 all sectors","241 Business professionals","women",25100,26500,26400,26600,28000,28100,29300,30100,31700,31600,32500
"SE33 Upper Norrland","0 all sectors","242 Legal professionals","men",35100,..,35100,37900,38100,37600,37600,39400,41000,43600,42000
"SE33 Upper Norrland","0 all sectors","242 Legal professionals","women",26800,25600,26100,27800,28300,29500,30400,31600,34700,36300,36100
"SE33 Upper Norrland","0 all sectors","243 Archivists, librarians and related information professionals","men",22900,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","243 Archivists, librarians and related information professionals","women",21300,21800,22500,23000,23700,24600,25500,26100,26700,27400,28100
"SE33 Upper Norrland","0 all sectors","244 Social science and linguistics professionals (except social work professionals)","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","244 Social science and linguistics professionals (except social work professionals)","women",..,..,..,..,25400,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","245 Writers and creative or performing artists","men",24000,24300,26000,..,27600,28300,28700,28800,29900,31700,31900
"SE33 Upper Norrland","0 all sectors","245 Writers and creative or performing artists","women",22800,23100,25000,27100,25900,26700,27400,27500,29200,29700,31400
"SE33 Upper Norrland","0 all sectors","246 Religious professionals","men",28500,29300,30100,31200,32000,32500,33600,34700,34800,37400,37600
"SE33 Upper Norrland","0 all sectors","246 Religious professionals","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","247 Public service administrative professionals","men",25700,26600,27600,28200,28900,31200,31600,32700,33100,34100,34900
"SE33 Upper Norrland","0 all sectors","247 Public service administrative professionals","women",23200,23600,24500,25000,26100,27900,29300,29900,30600,31700,32100
"SE33 Upper Norrland","0 all sectors","248 Administrative professionals of special-interest organisations","men",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","248 Administrative professionals of special-interest organisations","women",..,..,..,..,..,..,..,..,..,..,..
"SE33 Upper Norrland","0 all sectors","249 Psychologists, social work and related professionals","men",27100,24800,25400,25900,27100,27600,28700,29200,29600,30400,31000
"SE33 Upper Norrland","0 all sectors","249 Psychologists, social work and related professionals","women",22300,23200,24000,24700,25200,25900,27100,27400,28000,29100,29800
