"region","sector","occuptional  (SSYK 2012)","sex","2014","2015","2016","2017","2018"
"SE23 West Sweden","0 all sectors","226 Dentists","men",370,320,310,440,..
"SE23 West Sweden","0 all sectors","226 Dentists","women",680,640,620,640,680
"SE23 West Sweden","0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","men",390,420,450,460,500
"SE23 West Sweden","0 all sectors","227 Naprapaths, physiotherapists, occupational therapists","women",2800,2900,2900,2900,3000
"SE23 West Sweden","0 all sectors","228 Specialists in health care not elsewhere classified","men",120,160,180,190,210
"SE23 West Sweden","0 all sectors","228 Specialists in health care not elsewhere classified","women",1000,1100,1300,..,1400
"SE23 West Sweden","0 all sectors","231 University and higher education teachers","men",3700,3800,4000,3900,3800
"SE23 West Sweden","0 all sectors","231 University and higher education teachers","women",2900,3000,3100,3100,3200
"SE23 West Sweden","0 all sectors","232 Vocational education teachers","men",1100,1200,1100,1100,..
"SE23 West Sweden","0 all sectors","232 Vocational education teachers","women",830,950,790,880,950
"SE23 West Sweden","0 all sectors","233 Secondary education teachers","men",2200,2200,2300,2500,2400
"SE23 West Sweden","0 all sectors","233 Secondary education teachers","women",2800,2900,3300,3300,3400
"SE23 West Sweden","0 all sectors","234 Primary- and pre-school teachers ","men",6700,7000,7300,8100,8100
"SE23 West Sweden","0 all sectors","234 Primary- and pre-school teachers ","women",31800,32800,33200,34400,34300
"SE23 West Sweden","0 all sectors","235 Teaching professionals not elsewhere classified","men",1600,1600,1600,1800,1800
"SE23 West Sweden","0 all sectors","235 Teaching professionals not elsewhere classified","women",4300,4500,4900,5300,5400
"SE23 West Sweden","0 all sectors","241 Accountants, financial analysts and fund managers","men",2900,2900,3000,3200,3600
"SE23 West Sweden","0 all sectors","241 Accountants, financial analysts and fund managers","women",3400,3900,4300,4500,4900
"SE23 West Sweden","0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","men",4800,5400,6200,5300,5000
"SE23 West Sweden","0 all sectors","242 Organisation analysts, policy administrators and human resource specialists","women",8000,8500,9500,10200,10100
"SE23 West Sweden","0 all sectors","243 Marketing and public relations professionals","men",1400,1900,4400,2100,2300
"SE23 West Sweden","0 all sectors","243 Marketing and public relations professionals","women",2300,2600,3800,3000,3300
"SE23 West Sweden","0 all sectors","251 ICT architects, systems analysts and test managers","men",12000,10700,13500,14000,16400
"SE23 West Sweden","0 all sectors","251 ICT architects, systems analysts and test managers","women",2700,2600,3600,3200,4100
"SE23 West Sweden","0 all sectors","261 Legal professionals","men",1300,1200,1200,960,1300
"SE23 West Sweden","0 all sectors","261 Legal professionals","women",1400,1400,1600,1500,1800
"SE23 West Sweden","0 all sectors","262 Museum curators and librarians and related professionals","men",440,430,440,450,480
"SE23 West Sweden","0 all sectors","262 Museum curators and librarians and related professionals","women",1400,1400,..,..,..
"SE23 West Sweden","0 all sectors","264 Authors, journalists and linguists","men",470,..,620,..,..
"SE23 West Sweden","0 all sectors","264 Authors, journalists and linguists","women",620,650,730,..,..
"SE23 West Sweden","0 all sectors","265 Creative and performing artists","men",620,810,640,720,..
"SE23 West Sweden","0 all sectors","265 Creative and performing artists","women",680,740,770,580,..
"SE23 West Sweden","0 all sectors","266 Social work and counselling professionals","men",920,1000,1000,1100,1500
"SE23 West Sweden","0 all sectors","266 Social work and counselling professionals","women",5400,5800,6100,6400,7500
"SE23 West Sweden","0 all sectors","267 Religious professionals and deacons","men",310,300,300,..,..
"SE23 West Sweden","0 all sectors","267 Religious professionals and deacons","women",470,460,450,410,..
"SE23 West Sweden","0 all sectors","311 Physical and engineering science technicians","men",18500,18300,18500,18700,19500
"SE23 West Sweden","0 all sectors","311 Physical and engineering science technicians","women",3700,3900,4300,4400,5400
"SE23 West Sweden","0 all sectors","312 Construction and manufacturing supervisors","men",2100,2400,2900,..,4300
"SE23 West Sweden","0 all sectors","312 Construction and manufacturing supervisors","women",..,320,440,..,460
"SE23 West Sweden","0 all sectors","315 Ship and aircraft controllers and technicians","men",670,..,580,630,610
"SE23 West Sweden","0 all sectors","315 Ship and aircraft controllers and technicians","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","321 Medical and pharmaceutical technicians","men",1400,2300,..,1700,1500
"SE23 West Sweden","0 all sectors","321 Medical and pharmaceutical technicians","women",3100,3500,3200,3100,3200
"SE23 West Sweden","0 all sectors","323 Complementary medicine therapists and associate professionals","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","323 Complementary medicine therapists and associate professionals","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","324 Veterinary assistants","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","324 Veterinary assistants","women",..,330,450,460,570
"SE23 West Sweden","0 all sectors","325 Dental hygienists","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","325 Dental hygienists","women",620,..,..,..,..
"SE23 West Sweden","0 all sectors","331 Financial and accounting associate professionals","men",3000,2900,3200,2700,3000
"SE23 West Sweden","0 all sectors","331 Financial and accounting associate professionals","women",7200,7900,8400,7700,7900
"SE23 West Sweden","0 all sectors","332 Insurance advisers, sales and purchasing agents","men",16000,17000,18300,21100,21500
"SE23 West Sweden","0 all sectors","332 Insurance advisers, sales and purchasing agents","women",6700,7500,7900,8100,10000
"SE23 West Sweden","0 all sectors","333 Business services agents","men",2600,2700,2800,2600,3400
"SE23 West Sweden","0 all sectors","333 Business services agents","women",3300,3600,3300,3100,3600
"SE23 West Sweden","0 all sectors","334 Administrative and specialized secretaries","men",320,440,..,..,630
"SE23 West Sweden","0 all sectors","334 Administrative and specialized secretaries","women",1400,1600,1400,1300,2200
"SE23 West Sweden","0 all sectors","335 Tax and related government associate professionals","men",2500,2800,2900,2800,2400
"SE23 West Sweden","0 all sectors","335 Tax and related government associate professionals","women",4400,4400,4400,4300,3700
"SE23 West Sweden","0 all sectors","336 Police officers ","men",2200,2000,1900,1800,1900
"SE23 West Sweden","0 all sectors","336 Police officers ","women",960,920,900,930,960
"SE23 West Sweden","0 all sectors","341 Social work and religious associate professionals","men",1700,1300,2400,1900,..
"SE23 West Sweden","0 all sectors","341 Social work and religious associate professionals","women",..,2500,..,..,2400
"SE23 West Sweden","0 all sectors","342 Athletes, fitness instructors and recreational workers","men",..,2400,2300,..,..
"SE23 West Sweden","0 all sectors","342 Athletes, fitness instructors and recreational workers","women",2500,3400,3200,3400,..
"SE23 West Sweden","0 all sectors","343 Photographers, interior decorators and entertainers","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","343 Photographers, interior decorators and entertainers","women",580,460,610,..,570
"SE23 West Sweden","0 all sectors","344 Driving instructors and other instructors","men",..,..,..,..,150
"SE23 West Sweden","0 all sectors","344 Driving instructors and other instructors","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","345 Culinary associate professionals","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","345 Culinary associate professionals","women",230,250,230,..,..
"SE23 West Sweden","0 all sectors","351 ICT operations and user support technicians","men",7500,7600,9000,..,8500
"SE23 West Sweden","0 all sectors","351 ICT operations and user support technicians","women",1300,1400,1800,1600,1500
"SE23 West Sweden","0 all sectors","352 Broadcasting and audio-visual technicians","men",..,..,260,..,..
"SE23 West Sweden","0 all sectors","352 Broadcasting and audio-visual technicians","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","411 Office assistants and other secretaries","men",3800,4300,4700,5600,5500
"SE23 West Sweden","0 all sectors","411 Office assistants and other secretaries","women",28000,28500,31300,30000,32000
"SE23 West Sweden","0 all sectors","421 Croupiers, debt collectors and related workers","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","421 Croupiers, debt collectors and related workers","women",..,..,..,380,740
"SE23 West Sweden","0 all sectors","422 Client information clerks","men",2100,2400,2700,2600,3000
"SE23 West Sweden","0 all sectors","422 Client information clerks","women",7300,7900,8600,8000,8500
"SE23 West Sweden","0 all sectors","432 Stores and transport clerks","men",15400,15100,13600,16100,17400
"SE23 West Sweden","0 all sectors","432 Stores and transport clerks","women",4900,..,4600,5400,6800
"SE23 West Sweden","0 all sectors","441 Library and filing clerks","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","441 Library and filing clerks","women",390,380,370,350,320
"SE23 West Sweden","0 all sectors","442 Postmen and postal facility workers","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","442 Postmen and postal facility workers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","443 Elected representatives","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","443 Elected representatives","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","511 Cabin crew, guides and related workers","men",190,130,..,240,..
"SE23 West Sweden","0 all sectors","511 Cabin crew, guides and related workers","women",380,..,..,480,..
"SE23 West Sweden","0 all sectors","512 Cooks and cold-buffet managers","men",..,2000,..,..,2600
"SE23 West Sweden","0 all sectors","512 Cooks and cold-buffet managers","women",3900,4600,..,..,4700
"SE23 West Sweden","0 all sectors","513 Waiters and bartenders","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","513 Waiters and bartenders","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","514 Hairdressers, beauty and body therapists","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","514 Hairdressers, beauty and body therapists","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","515 Building caretakers and related workers","men",6500,7400,7600,6200,8700
"SE23 West Sweden","0 all sectors","515 Building caretakers and related workers","women",1000,1200,..,..,2100
"SE23 West Sweden","0 all sectors","516 Other service related workers","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","516 Other service related workers","women",..,..,..,..,190
"SE23 West Sweden","0 all sectors","522 Shop staff","men",12900,10600,..,14900,15700
"SE23 West Sweden","0 all sectors","522 Shop staff","women",27400,24600,26400,29300,30700
"SE23 West Sweden","0 all sectors","523 Cashiers and related clerks","men",..,..,..,..,290
"SE23 West Sweden","0 all sectors","523 Cashiers and related clerks","women",..,..,..,2100,..
"SE23 West Sweden","0 all sectors","524 Event seller and telemarketers","men",..,..,450,..,..
"SE23 West Sweden","0 all sectors","524 Event seller and telemarketers","women",..,..,350,..,..
"SE23 West Sweden","0 all sectors","531 Child care workers and teachers aides","men",2700,3200,3500,3600,3600
"SE23 West Sweden","0 all sectors","531 Child care workers and teachers aides","women",15800,17200,18400,18500,19200
"SE23 West Sweden","0 all sectors","532 Personal care workers in health services","men",2900,3100,3100,3300,2900
"SE23 West Sweden","0 all sectors","532 Personal care workers in health services","women",36000,36200,34800,34500,31700
"SE23 West Sweden","0 all sectors","533 Health care assistants","men",1700,..,2100,2500,2800
"SE23 West Sweden","0 all sectors","533 Health care assistants","women",10300,11700,9600,9900,9000
"SE23 West Sweden","0 all sectors","534 Attendants, personal assistants and related workers","men",6000,6700,7100,6900,7100
"SE23 West Sweden","0 all sectors","534 Attendants, personal assistants and related workers","women",17900,18300,18300,19300,21000
"SE23 West Sweden","0 all sectors","535 Dental nurses","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","535 Dental nurses","women",2100,2100,2000,2100,2600
"SE23 West Sweden","0 all sectors","541 Other surveillance and security workers","men",4700,5700,..,7100,6600
"SE23 West Sweden","0 all sectors","541 Other surveillance and security workers","women",2100,2000,2400,..,..
"SE23 West Sweden","0 all sectors","611 Market gardeners and crop growers","men",..,..,..,..,1700
"SE23 West Sweden","0 all sectors","611 Market gardeners and crop growers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","612 Animal breeders and keepers","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","612 Animal breeders and keepers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","613 Mixed crop and animal breeders","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","613 Mixed crop and animal breeders","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","621 Forestry and related workers","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","621 Forestry and related workers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","622 Aquaculture and fishery workers","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","622 Aquaculture and fishery workers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","711 Carpenters, bricklayers and construction workers","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","711 Carpenters, bricklayers and construction workers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","712 Roofers, floor layers, plumbers and pipefitters","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","713 Painters, Lacquerers, Chimney-sweepers and related trades workers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","men",..,..,..,..,3500
"SE23 West Sweden","0 all sectors","721 Sheet and structural metal workers, moulders and welders, and related workers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","722 Blacksmiths, toolmakers and related trades workers","men",7500,6600,10100,12800,8100
"SE23 West Sweden","0 all sectors","722 Blacksmiths, toolmakers and related trades workers","women",..,660,2200,2600,1100
"SE23 West Sweden","0 all sectors","723 Machinery mechanics and fitters","men",9900,14000,11000,11400,12300
"SE23 West Sweden","0 all sectors","723 Machinery mechanics and fitters","women",250,690,..,660,810
"SE23 West Sweden","0 all sectors","731 Precision-instrument makers and handicraft workers","men",..,..,..,200,260
"SE23 West Sweden","0 all sectors","731 Precision-instrument makers and handicraft workers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","732 Printing trades workers","men",..,1600,1700,1200,1100
"SE23 West Sweden","0 all sectors","732 Printing trades workers","women",..,..,380,..,..
"SE23 West Sweden","0 all sectors","741 Electrical equipment installers and repairers","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","741 Electrical equipment installers and repairers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","742 Electronics and telecommunications installers and repairers","men",..,..,..,..,1300
"SE23 West Sweden","0 all sectors","742 Electronics and telecommunications installers and repairers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","men",..,..,1900,..,1600
"SE23 West Sweden","0 all sectors","752 Wood treaters, cabinet-makers and related trades workers","women",..,..,..,210,..
"SE23 West Sweden","0 all sectors","753 Tailors, upholsterers and leather craftsmen","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","753 Tailors, upholsterers and leather craftsmen","women",..,..,..,340,260
"SE23 West Sweden","0 all sectors","761 Butchers, bakers and food processors","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","761 Butchers, bakers and food processors","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","811 Mining and mineral processing plant operators","men",760,..,970,..,870
"SE23 West Sweden","0 all sectors","811 Mining and mineral processing plant operators","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","812 Metal processing and finishing plant operators","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","812 Metal processing and finishing plant operators","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","813 Machine operators, chemical and pharmaceutical products","men",320,300,230,230,..
"SE23 West Sweden","0 all sectors","813 Machine operators, chemical and pharmaceutical products","women",340,..,..,..,..
"SE23 West Sweden","0 all sectors","814 Machine operators, rubber, plastic and paper products","men",2500,2500,2600,3000,3300
"SE23 West Sweden","0 all sectors","814 Machine operators, rubber, plastic and paper products","women",710,850,710,980,920
"SE23 West Sweden","0 all sectors","815 Machine operators, textile, fur and leather products","men",740,880,930,1100,1100
"SE23 West Sweden","0 all sectors","815 Machine operators, textile, fur and leather products","women",820,..,910,..,..
"SE23 West Sweden","0 all sectors","816 Machine operators, food and related products","men",..,..,..,3100,3300
"SE23 West Sweden","0 all sectors","816 Machine operators, food and related products","women",1700,1600,1700,1900,1700
"SE23 West Sweden","0 all sectors","817 Wood processing and papermaking plant operators","men",..,1700,..,2100,1700
"SE23 West Sweden","0 all sectors","817 Wood processing and papermaking plant operators","women",..,..,350,..,310
"SE23 West Sweden","0 all sectors","818 Other stationary plant and machine operators","men",510,..,520,..,750
"SE23 West Sweden","0 all sectors","818 Other stationary plant and machine operators","women",260,200,190,..,..
"SE23 West Sweden","0 all sectors","819 Process control technicians","men",3400,3900,3600,3900,4400
"SE23 West Sweden","0 all sectors","819 Process control technicians","women",370,420,440,530,600
"SE23 West Sweden","0 all sectors","821 Assemblers","men",12800,15100,12200,13700,18200
"SE23 West Sweden","0 all sectors","821 Assemblers","women",3000,3800,2900,3400,5500
"SE23 West Sweden","0 all sectors","831 Train operators and related workers","men",360,360,..,330,..
"SE23 West Sweden","0 all sectors","831 Train operators and related workers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","832 Car, van and motorcycle drivers","men",..,..,730,730,..
"SE23 West Sweden","0 all sectors","832 Car, van and motorcycle drivers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","833 Heavy truck and bus drivers","men",..,..,..,11800,..
"SE23 West Sweden","0 all sectors","833 Heavy truck and bus drivers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","834 Mobile plant operators","men",6500,..,6300,..,..
"SE23 West Sweden","0 all sectors","834 Mobile plant operators","women",310,..,880,960,740
"SE23 West Sweden","0 all sectors","835 Ships deck crews and related workers","men",..,..,160,260,260
"SE23 West Sweden","0 all sectors","835 Ships deck crews and related workers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","911 Cleaners and helpers","men",2700,3200,3600,3400,3400
"SE23 West Sweden","0 all sectors","911 Cleaners and helpers","women",12700,11800,13400,12100,13800
"SE23 West Sweden","0 all sectors","912 Washers, window cleaners and other cleaning workers","men",390,450,500,..,..
"SE23 West Sweden","0 all sectors","912 Washers, window cleaners and other cleaning workers","women",..,110,150,240,270
"SE23 West Sweden","0 all sectors","921 Berry pickers and planters","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","921 Berry pickers and planters","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","931 Construction labourers","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","931 Construction labourers","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","932 Manufacturing labourers","men",980,960,1000,920,880
"SE23 West Sweden","0 all sectors","932 Manufacturing labourers","women",790,650,720,600,520
"SE23 West Sweden","0 all sectors","933 Dockers and ground personnel","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","933 Dockers and ground personnel","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","941 Fast-food workers, food preparation assistants","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","941 Fast-food workers, food preparation assistants","women",9400,12100,10900,11700,..
"SE23 West Sweden","0 all sectors","952 Street and market vendors","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","952 Street and market vendors","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","961 Recycling collectors","men",1600,1800,..,..,930
"SE23 West Sweden","0 all sectors","961 Recycling collectors","women",150,160,130,..,..
"SE23 West Sweden","0 all sectors","962 Newspaper distributors, janitors and other service workers","men",4300,4100,..,4800,3700
"SE23 West Sweden","0 all sectors","962 Newspaper distributors, janitors and other service workers","women",2700,2400,..,2800,2800
"SE23 West Sweden","0 all sectors","0001 Other professions","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","0001 Other professions","women",..,..,..,..,..
"SE23 West Sweden","0 all sectors","0002 occupations unidentifiable","men",..,..,..,..,..
"SE23 West Sweden","0 all sectors","0002 occupations unidentifiable","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","011 Commissioned armed forces officers","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","011 Commissioned armed forces officers","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","021 Non-commissioned armed forces officers","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","021 Non-commissioned armed forces officers","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","031 Armed forces occupations, other ranks","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","031 Armed forces occupations, other ranks","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","111 Legislators and senior officials","men",..,180,190,160,..
"SE31 North-Central Sweden","0 all sectors","111 Legislators and senior officials","women",..,150,140,130,..
"SE31 North-Central Sweden","0 all sectors","112 Managing directors and chief executives","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","112 Managing directors and chief executives","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","121 Finance managers","men",..,..,260,300,320
"SE31 North-Central Sweden","0 all sectors","121 Finance managers","women",420,410,370,330,410
"SE31 North-Central Sweden","0 all sectors","122 Human resource managers","men",340,180,..,160,..
"SE31 North-Central Sweden","0 all sectors","122 Human resource managers","women",290,280,230,280,250
"SE31 North-Central Sweden","0 all sectors","123 Administration and planning managers","men",420,420,430,300,380
"SE31 North-Central Sweden","0 all sectors","123 Administration and planning managers","women",230,210,230,220,250
"SE31 North-Central Sweden","0 all sectors","124 Information, communication and public relations managers","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","124 Information, communication and public relations managers","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","125 Sales and marketing managers","men",830,1100,830,1200,1100
"SE31 North-Central Sweden","0 all sectors","125 Sales and marketing managers","women",290,250,150,170,..
"SE31 North-Central Sweden","0 all sectors","129 Administration and service managers not elsewhere classified","men",500,390,450,470,520
"SE31 North-Central Sweden","0 all sectors","129 Administration and service managers not elsewhere classified","women",..,250,260,230,340
"SE31 North-Central Sweden","0 all sectors","131 Information and communications technology service managers","men",480,460,360,310,..
"SE31 North-Central Sweden","0 all sectors","131 Information and communications technology service managers","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","132 Supply, logistics and transport managers","men",500,..,..,360,..
"SE31 North-Central Sweden","0 all sectors","132 Supply, logistics and transport managers","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","133 Research and development managers","men",..,190,200,180,160
"SE31 North-Central Sweden","0 all sectors","133 Research and development managers","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","134 Architectural and engineering managers","men",340,530,550,..,480
"SE31 North-Central Sweden","0 all sectors","134 Architectural and engineering managers","women",..,120,120,..,140
"SE31 North-Central Sweden","0 all sectors","135 Real estate and head of administration manager","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","135 Real estate and head of administration manager","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","136 Production managers in construction and mining","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","136 Production managers in construction and mining","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","137 Production managers in manufacturing","men",1100,1700,1400,1600,1200
"SE31 North-Central Sweden","0 all sectors","137 Production managers in manufacturing","women",..,..,..,160,150
"SE31 North-Central Sweden","0 all sectors","138 Forestry and agricultural production managers","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","138 Forestry and agricultural production managers","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","141 Primary and secondary schools and adult education managers","men",310,310,330,320,320
"SE31 North-Central Sweden","0 all sectors","141 Primary and secondary schools and adult education managers","women",460,460,500,540,550
"SE31 North-Central Sweden","0 all sectors","142 Preschool managers","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","142 Preschool managers","women",200,..,230,..,310
"SE31 North-Central Sweden","0 all sectors","149 Education managers not elsewhere classified","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","149 Education managers not elsewhere classified","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","151 Health care managers","men",160,..,..,190,200
"SE31 North-Central Sweden","0 all sectors","151 Health care managers","women",630,720,810,770,810
"SE31 North-Central Sweden","0 all sectors","152 Managers in social and curative care","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","152 Managers in social and curative care","women",170,170,210,250,220
"SE31 North-Central Sweden","0 all sectors","153 Elderly care managers","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","153 Elderly care managers","women",780,810,850,910,840
"SE31 North-Central Sweden","0 all sectors","154 Managers and leaders within religious bodies","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","154 Managers and leaders within religious bodies","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","159 Other social services managers","men",630,640,750,630,590
"SE31 North-Central Sweden","0 all sectors","159 Other social services managers","women",520,550,580,670,550
"SE31 North-Central Sweden","0 all sectors","161 Financial and insurance managers","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","161 Financial and insurance managers","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","171 Hotel and conference managers","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","171 Hotel and conference managers","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","172 Restaurant managers","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","172 Restaurant managers","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","173 Retail and wholesale trade managers","men",150,190,..,..,150
"SE31 North-Central Sweden","0 all sectors","173 Retail and wholesale trade managers","women",..,120,..,..,..
"SE31 North-Central Sweden","0 all sectors","174 Sports, leisure and wellness managers","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","174 Sports, leisure and wellness managers","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","179 Other services managers not elsewhere classified","men",..,280,310,230,240
"SE31 North-Central Sweden","0 all sectors","179 Other services managers not elsewhere classified","women",110,130,..,110,120
"SE31 North-Central Sweden","0 all sectors","211 Physicists and chemists","men",..,170,170,..,..
"SE31 North-Central Sweden","0 all sectors","211 Physicists and chemists","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","212 Mathematicians, actuaries and statisticians","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","212 Mathematicians, actuaries and statisticians","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","men",270,280,360,380,420
"SE31 North-Central Sweden","0 all sectors","213 Biologists, pharmacologists and specialists in agriculture and forestry","women",..,..,..,..,120
"SE31 North-Central Sweden","0 all sectors","214 Engineering professionals","men",3500,4600,3900,3200,3500
"SE31 North-Central Sweden","0 all sectors","214 Engineering professionals","women",650,890,1000,740,820
"SE31 North-Central Sweden","0 all sectors","216 Architects and surveyors","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","216 Architects and surveyors","women",160,200,190,180,190
"SE31 North-Central Sweden","0 all sectors","217 Designers","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","217 Designers","women",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","218 Specialists within environmental and health protection","men",190,260,310,280,..
"SE31 North-Central Sweden","0 all sectors","218 Specialists within environmental and health protection","women",330,290,460,420,..
"SE31 North-Central Sweden","0 all sectors","221 Medical doctors","men",1400,1600,1300,1400,1700
"SE31 North-Central Sweden","0 all sectors","221 Medical doctors","women",1100,1200,1200,1300,1600
"SE31 North-Central Sweden","0 all sectors","222 Nursing professionals","men",810,800,840,840,870
"SE31 North-Central Sweden","0 all sectors","222 Nursing professionals","women",6700,6700,6500,6800,6600
"SE31 North-Central Sweden","0 all sectors","223 Nursing professionals (cont.)","men",130,110,100,110,..
"SE31 North-Central Sweden","0 all sectors","223 Nursing professionals (cont.)","women",1400,1300,1400,1500,1500
"SE31 North-Central Sweden","0 all sectors","224 Psychologists and psychotherapists","men",130,120,120,140,150
"SE31 North-Central Sweden","0 all sectors","224 Psychologists and psychotherapists","women",300,280,300,320,320
"SE31 North-Central Sweden","0 all sectors","225 Veterinarians","men",..,..,..,..,..
"SE31 North-Central Sweden","0 all sectors","225 Veterinarians","women",..,..,..,..,..
